년도,국가,포지션,등번호,한글 성명,로마자 성명,생년월일,소속팀
2014,벨기에,MF,19,무사 뎀벨레,Mousa Dembélé,1987.07.16,토트넘 홋스퍼 FC
2014,벨기에,MF,20,아드난 야누자이,Adnan Januzaj,1995.02.05,맨체스터 유나이티드 FC
2014,벨기에,MF,22,나세르 샤들리,Nacer Chadli,1989.10.02,토트넘 홋스퍼 FC
2014,벨기에,FW,9,로멜루 루카쿠,Romelu Lukaku,1993.05.13,에버튼 FC
2014,벨기에,FW,14,드리스 메르텐스,Dries Mertens,1987.05.06,SSC 나폴리
2014,벨기에,FW,17,디보크 오리기,Divock Origi,1995.04.18,LOSC 릴
2014,알제리,GK,1,세드리크 시모하메드,Cédric Si Mohamed,1985.01.09,CS 콩스탕틴
2014,알제리,GK,16,무함마드 젬마무시,Mohamed Zemmamouche,1985.03.19,USM 알제
2014,알제리,GK,23,라이스 음볼리,Raïs M'Bolhi,1986.04.25,PFC CSKA 소피아
2014,알제리,DF,2,마지드 부게라,Madjid Bougherra,1982.10.07,레크위야 SC
2014,알제리,DF,3,파우지 굴람,Faouzi Ghoulam,1991.02.01,SSC 나폴리
2014,알제리,DF,4,에사이드 벨칼렘,Essaïd Belkalem,1989.01.01,왓포드 FC
2014,알제리,DF,5,라피크 할리시,Rafik Halliche,1986.09.02,아카데미카 드 코임브라
2014,알제리,DF,6,자멜 메스바,Djamel Mesbah,1984.10.09,AS 리보르노
2014,알제리,DF,12,칼 메자니,Carl Medjani,1985.05.15,발랑시엔 FC
2014,알제리,DF,17,리아신 카다무로벤타이바,Liassine Cadamuro-Bentaïba,1988.03.05,RCD 마요르카
2014,알제리,DF,20,아이사 만디,Aïssa Mandi,1991.10.22,스타드 드 랭스
2014,알제리,MF,7,하산 예브다,Hassan Yebda,1984.05.14,우디네세 칼초
2014,알제리,MF,8,메흐디 라센,Mehdi Lacen,1984.05.15,헤타페 CF
2014,알제리,MF,10,소피앙 페굴리,Sofiane Feghouli,1989.12.26,발렌시아 CF
2014,알제리,MF,11,야신 브라히미,Yacine Brahimi,1990.02.08,그라나다 CF
2014,알제리,MF,14,나빌 벤탈렙,Nabil Bentaleb,1994.11.24,토트넘 홋스퍼 FC
2014,알제리,MF,18,압델무멘 자부,Abdelmoumene Djabou,1987.01.31,클뢰브 아프리캥
2014,알제리,MF,19,사피르 타이데르,Saphir Taïder,1992.02.29,FC 인테르나치오날레 밀라노
2014,알제리,MF,21,리야드 마레즈,Riyad Mahrez,1991.02.21,레스터 시티 FC
2014,알제리,MF,22,메흐디 모스테파,Mehdi Mostefa,1983.08.30,AC 아작시오
2014,알제리,FW,9,나빌 길라스,Nabil Ghilas,1990.04.20,FC 포르투
2014,알제리,FW,13,이슬람 슬리마니,Islam Slimani,1988.06.18,스포르팅 CP
2014,알제리,FW,15,힐랄 수다니,Hillal Soudani,1987.11.25,GNK 디나모 자그레브
2014,러시아,GK,1,이고르 아킨페프,Igor Akinfeev,1986.04.08,PFC CSKA 모스크바
2014,러시아,GK,12,유리 로디긴,Yuri Lodygin,1990.05.26,FC 제니트 상트페테르부르크
2014,러시아,GK,16,세르게이 리지코프,Sergey Ryzhikov,1980.09.19,FC 루빈 카잔
2014,러시아,DF,2,알렉세이 코즐로프,Aleksei Kozlov,1986.11.16,FC 디나모 모스크바
2014,러시아,DF,3,게오르기 셴니코프,Georgi Shchennikov,1991.04.27,PFC CSKA 모스크바
2014,러시아,DF,4,세르게이 이그나셰비치,Sergei Ignashevich,1979.07.14,PFC CSKA 모스크바
2014,러시아,DF,5,안드레이 세묘노프,Andrei Semyonov,1989.03.24,FC 테레크 그로즈니
2014,러시아,DF,13,블라디미르 그라나트,Vladimir Granat,1987.05.22,FC 디나모 모스크바
2014,러시아,DF,14,바실리 베레주츠키,Vasili Berezutski,1982.06.20,PFC CSKA 모스크바
2014,러시아,DF,18,유리 지르코프,Yuri Zhirkov,1983.08.20,FC 디나모 모스크바
2014,러시아,DF,22,안드레이 예셴코,Andrey Yeshchenko,1984.02.09,FC 안지 마하치칼라
2014,러시아,DF,23,드미트리 콤바로프,Dmitri Kombarov,1987.01.22,FC 스파르타크 모스크바
2014,러시아,MF,7,이고르 데니소프,Igor Denisov,1984.05.17,FC 디나모 모스크바
2014,러시아,MF,8,데니스 글루샤코프,Denis Glushakov,1987.01.27,FC 스파르타크 모스크바
2014,러시아,MF,10,알란 자고예프,Alan Dzagoev,1990.06.17,PFC CSKA 모스크바
2014,러시아,MF,15,파벨 모길레베츠,Pavel Mogilevets,1993.01.25,FC 루빈 카잔
2014,러시아,MF,17,올레크 샤토프,Oleg Shatov,1990.07.29,FC 제니트 상트페테르부르크
2014,러시아,MF,20,빅토르 파이줄린,Viktor Fayzulin,1986.04.22,FC 제니트 상트페테르부르크
2014,러시아,FW,6,막심 카눈니코프,Maksim Kanunnikov,1991.07.14,FC 암카르 페름
2014,러시아,FW,9,알렉산드르 코코린,Aleksandr Kokorin,1991.03.19,FC 디나모 모스크바
2014,러시아,FW,11,알렉산드르 케르자코프,Aleksandr Kerzhakov,1982.11.27,FC 제니트 상트페테르부르크
2014,러시아,FW,19,알렉산드르 사메도프,Aleksandr Samedov,1984.07.19,FC 로코모티프 모스크바
2014,러시아,FW,21,알렉세이 이오노프,Aleksei Ionov,1989.02.18,FC 디나모 모스크바
2014,대한민국,GK,1,정성룡,Jung Sung-ryong,1985.01.04,수원 삼성 블루윙즈
2014,대한민국,GK,21,김승규,Kim Seung-gyu,1990.09.30,울산 현대
2014,대한민국,GK,23,이범영,Lee Bum-young,1989.04.02,부산 아이파크
2014,대한민국,DF,2,김창수,Kim Chang-soo,1985.09.12,가시와 레이솔
2014,대한민국,DF,3,윤석영,Yun Suk-young,1990.02.13,퀸즈 파크 레인저스 FC
2014,대한민국,DF,4,곽태휘,Kwak Tae-hwi,1981.07.08,알 힐랄 SFC
2014,대한민국,DF,5,김영권,Kim Young-gwon,1990.02.27,광저우 헝다
2014,대한민국,DF,6,황석호,Hwang Seok-ho,1989.06.27,산프레체 히로시마
2014,대한민국,DF,12,이용,Lee Yong,1986.12.24,울산 현대
2014,대한민국,DF,20,홍정호,Hong Jeong-ho,1989.08.12,FC 아우크스부르크
2014,대한민국,DF,22,박주호[A],Park Joo-ho,1987.01.16,1. FSV 마인츠 05
2014,대한민국,MF,7,김보경,Kim Bo-kyung,1989.10.06,카디프 시티 FC
2014,대한민국,MF,8,하대성,Ha Dae-sung,1985.03.02,베이징 궈안
2014,대한민국,MF,13,구자철,Koo Ja-cheol,1989.02.27,1. FSV 마인츠 05
2014,대한민국,MF,14,한국영,Han Kook-young,1990.04.19,가시와 레이솔
2014,대한민국,MF,15,박종우,Park Jong-woo,1989.03.10,광저우 푸리
2014,대한민국,MF,16,기성용,Ki Sung-yueng,1989.01.24,선덜랜드 AFC
2014,대한민국,MF,17,이청용,Lee Chung-yong,1988.07.02,볼턴 원더러스 FC
2014,대한민국,FW,9,손흥민,Son Heung-min,1992.07.08,바이어 04 레버쿠젠
2014,대한민국,FW,10,박주영,Park Chu-young,1985.07.10,왓포드 FC
2014,대한민국,FW,11,이근호,Lee Keun-ho,1985.04.11,상주 상무 FC
2014,대한민국,FW,18,김신욱,Kim Shin-wook,1988.04.14,울산 현대
2014,대한민국,FW,19,지동원,Ji Dong-won,1991.05.28,FC 아우크스부르크
2018,러시아,GK,1,이고르 아킨페프,Igor Akinfeev,1986.04.08,PFC CSKA 모스크바
2018,러시아,GK,12,안드레이 루뇨프,Andrey Lunev,1991.11.13,FC 제니트 상트페테르부르크
2018,러시아,GK,20,블라디미르 가불로프,Vladimir Gabulov,1983.10.19,클뤼프 브뤼허 KV
2018,러시아,DF,2,마리오 페르난데스,Mário Fernandes,1990.09.19,PFC CSKA 모스크바
2018,러시아,DF,3,일리야 쿠테포프,Ilya Kutepov,1993.07.29,FC 스파르타크 모스크바
2018,러시아,DF,4,세르게이 이그나셰비치,Sergey Ignashevich,1979.07.14,PFC CSKA 모스크바
2018,러시아,DF,5,안드레이 세묘노프,Andrey Semenov,1989.03.24,FC 아흐마트 그로즈니
2018,러시아,DF,13,표도르 쿠드라쇼프,Fedor Kudryashov,1987.04.05,FC 루빈 카잔
2018,러시아,DF,14,블라디미르 그라나트,Vladimir Granat,1987.05.22,FC 루빈 카잔
2018,러시아,DF,23,이고르 스몰니코프,Igor Smolnikov,1988.08.08,FC 제니트 상트페테르부르크
2018,러시아,MF,6,데니스 체리셰프,Denis Cheryshev,1990.12.26,비야레알 CF
2018,러시아,MF,7,달레르 쿠쟈예프,Daler Kuzyaev,1993.01.15,FC 제니트 상트페테르부르크
2018,러시아,MF,8,유리 가진스키,Yuri Gazinskiy,1989.07.20,FC 크라스노다르
2018,러시아,MF,9,알란 자고예프,Alan Dzagoev,1990.06.17,PFC CSKA 모스크바
2018,러시아,MF,11,로만 조브닌,Roman Zobnin,1994.02.11,FC 스파르타크 모스크바
2018,러시아,MF,15,알렉세이 미란추크,Aleksey Miranchuk,1995.10.17,FC 로코모티프 모스크바
2018,러시아,MF,16,안톤 미란추크,Anton Miranchuk,1995.10.17,FC 로코모티프 모스크바
2018,러시아,MF,17,알렉산드르 골로빈,Aleksandr Golovin,1996.05.30,PFC CSKA 모스크바
2018,러시아,MF,18,유리 지르코프,Yuri Zhirkov,1983.08.20,FC 제니트 상트페테르부르크
2018,러시아,MF,19,알렉산드르 사메도프,Aleksandr Samedov,1984.07.19,FC 스파르타크 모스크바
2018,러시아,MF,21,알렉산드르 예로힌,Aleksandr Erokhin,1989.10.13,FC 제니트 상트페테르부르크
2018,러시아,FW,10,표도르 스몰로프,Fedor Smolov,1990.02.09,FC 크라스노다르
2018,러시아,FW,22,아르템 쥬바,Artem Dzyuba,1988.08.22,FC 아르세날 툴라
2018,사우디아라비아,GK,1,압둘라 알마유프,Abdullah Almuaiouf,1987.01.23,알 힐랄 SFC
2018,사우디아라비아,GK,21,야세르 알모사일렘,Yasser Almosailem,1984.02.27,알 아흘리 SFC
2018,사우디아라비아,GK,22,모하메드 알오와이스,Mohammed Alowais,1991.10.11,알 아흘리 SFC
2018,사우디아라비아,DF,2,만수르 알하르비,Mansour Alharbi,1987.10.19,알 아흘리 SFC
2018,사우디아라비아,DF,3,오사마 하우사위,Osama Hawsawi,1984.03.31,알 힐랄 SFC
2018,사우디아라비아,DF,4,알리 알불라이히,Ali Albulayhi,1989.11.21,알 힐랄 SFC
2018,사우디아라비아,DF,5,오마르 하우사위,Omar Hawsawi,1985.09.27,알 나스르 FC
2018,사우디아라비아,DF,6,모함메드 알브레이크,Mohammed Alburayk,1992.09.15,알 힐랄 SFC
2018,사우디아라비아,DF,13,야세르 알샤흐라니,Yasser Alshaharani,1992.05.25,알 힐랄 SFC
2018,사우디아라비아,DF,23,모타즈 하우사위,Motaz Hawsawi,1992.02.17,알 아흘리 SFC
2018,사우디아라비아,MF,7,살만 알파라지,Salman Alfaraj,1989.08.01,알 힐랄 SFC
2018,사우디아라비아,MF,8,야흐아 알셰흐리,Yahia Alshehri,1990.06.26,CD 레가네스
2018,사우디아라비아,MF,9,하탄 바헤브리,Hatan Bahbri,1992.07.16,알 샤바브 FC
2018,사우디아라비아,MF,11,압둘말렉 알카이브리,Abdullmalek Alkhaibri,1986.03.13,알 힐랄 SFC
2018,사우디아라비아,MF,12,모하메드 칸노,Mohamed Kanno,1994.09.22,알 힐랄 SFC
2018,사우디아라비아,MF,14,압둘라 오타이프,Abdullah Otayf,1992.08.03,알 힐랄 SFC
2018,사우디아라비아,MF,15,압둘라 알카이바리,Abdullah Alkhaibari,1996.08.16,알 샤바브 FC
2018,사우디아라비아,MF,16,후사인 알모카위,Hussain Almoqahwi,1988.03.24,알 아흘리 SFC
2018,사우디아라비아,MF,17,타이시르 알자삼,Taiseer Aljassam,1984.07.25,알 아흘리 SFC
2018,사우디아라비아,MF,18,살렘 알다우사리,Salem Aldawsari,1991.08.19,비야레알 CF
2018,사우디아라비아,FW,10,무함마드 알살라위,Mohammed Alsahlawi,1987.01.10,알 나스르 FC
2018,사우디아라비아,FW,19,파하드 알무왈라드,Fahad Almuwallad,1994.09.14,레반테 UD
2018,사우디아라비아,FW,20,무한나드 아시리,Muhannad Asiri,1986.10.14,알 아흘리 SFC
2018,이집트,GK,1,에삼 엘하다리,Essam Elhadary,1973.01.15,알 타아원 FC
2018,이집트,GK,16,셰리프 에크라미,Sherif Ekramy,1983.07.10,알 아흘리 SC
2018,이집트,GK,23,모하메드 엘셰나위,Mohamed Elshenawy,1988.12.18,알 아흘리 SC
2018,이집트,DF,2,알리 가브르,Ali Gabr,1989.01.01,웨스트 브롬위치 알비온 FC
2018,이집트,DF,3,아메드 엘모하마디,Ahmed Elmohamady,1987.09.09,아스톤 빌라 FC
2018,이집트,DF,6,아메드 헤가지,Ahmed Hegazy,1991.01.25,웨스트 브롬위치 알비온 FC
2018,이집트,DF,7,아메드 파티,Ahmed Fathi,1984.11.10,알 아흘리 SC
2018,이집트,DF,12,아이만 아쉬라프,Ayman Ashraf,1991.04.09,알 아흘리 SC
2018,이집트,DF,13,모하메드 압델샤피,Mohamed Abdelshafi,1985.07.01,알 파테 SC
2018,이집트,DF,15,마흐무드 함디,Mahmoud Hamdy,1995.06.01,자말렉 SC
2018,이집트,DF,20,사미르 사드,Samir Saad,1989.04.01,알 아흘리 SC
2018,이집트,MF,4,오마르 가베르,Omar Gaber,1992.01.30,로스앤젤레스 FC
2018,이집트,MF,5,샘 무르시,Sam Moursy,1991.09.10,위건 애슬레틱 FC
2018,이집트,MF,8,타렉 하메드,Tarek Hamed,1988.10.24,자말렉 SC
2018,이집트,MF,17,모하메드 엘네니,Mohamed Elneny,1992.07.11,아스날 FC
2018,이집트,MF,19,압달라 사이드,Abdalla Said,1985.07.13,쿠오피온 팔로세우라
2018,이집트,MF,21,마흐무드 트레제게,Mahmoud TrezIguet,1994.10.01,카슴파샤 SK
2018,이집트,FW,9,마르완 모센,Marwan Mohsen,1989.02.26,알 아흘리 SC
2018,이집트,FW,10,모하메드 살라,Mohamed Salah,1992.06.15,리버풀 FC
2018,이집트,FW,11,마흐무드 카흐라바,Mahmoud Kahraba,1994.04.13,알 이티하드 FC
2018,이집트,FW,14,라마단 소비,Ramadan Sobhi,1997.01.23,스토크 시티 FC
2018,이집트,FW,18,시카발라,Shikabala,1986.03.05,알 라에드 FC
2018,이집트,FW,22,아므르 와르다,Amr Warda,1993.09.17,아트로미토스 FC
2018,우루과이,GK,1,페르난도 무슬레라,Ferando Muslera,1986.06.16,갈라타사라이 SK
2018,우루과이,GK,12,마르틴 캄파냐,Martín Campaña,1989.05.29,CA 인데펜디엔테
2018,우루과이,GK,23,마르틴 실바,Martin Silva,1983.03.25,CR 바스쿠 다 가마
2018,우루과이,DF,2,호세 히메네스,José Giménez,1995.01.20,아틀레티코 마드리드
2018,우루과이,DF,3,디에고 고딘,Diego Godin,1986.02.16,아틀레티코 마드리드
2018,우루과이,DF,4,기예르모 바렐라,Guillermo Varela,1993.03.24,CA 페냐롤
2018,우루과이,DF,13,가스톤 실바,Gaston Silva,1994.03.05,CA 인데펜디엔테
2018,우루과이,DF,16,막시 페레이라,Maxi Pereira,1984.06.08,FC 포르투
2018,우루과이,DF,19,세바스티안 코아테스,Sebastian Coates,1990.10.07,스포르팅 CP
2018,우루과이,DF,22,마르틴 카세레스,Martín Cáceres,1987.04.07,SS 라치오
2018,우루과이,MF,5,카를로스 산체스,Carlos Sánchez,1984.12.02,CF 몬테레이
2018,우루과이,MF,6,로드리고 벤탄쿠르,Rodrigo Bentancur,1997.06.25,유벤투스 FC
2018,우루과이,MF,7,크리스티안 로드리게스,Cristian Rodríguez,1985.09.30,CA 페냐롤
2018,우루과이,MF,8,나이탄 난데스,Nahitan Nandez,1995.12.28,CA 보카 주니어스
2018,우루과이,MF,14,루카스 토레이라,Lucas Torreira,1996.02.11,UC 삼프도리아
2018,우루과이,MF,15,마티아스 베시노,Matias Vecino,1991.08.24,FC 인테르나치오날레 밀라노
2018,우루과이,MF,17,디에고 락살트,Diego Laxalt,1993.02.07,제노아 CFC
2018,우루과이,FW,9,루이스 수아레스,Luis Suarez,1987.01.24,FC 바르셀로나
2018,우루과이,FW,10,히오르히안 데아라스카에타,Giorgian de Arrascaeta,1994.06.01,크루제이루 EC
2018,우루과이,FW,11,크리스티안 스투아니,Cristhian Stuani,1986.10.12,지로나 FC
2018,우루과이,FW,18,막시 고메스,Maximillano Gomez,1996.08.14,RC 셀타 데 비고
2018,우루과이,FW,20,호나탄 우레타비스카야,Jonathan Urretaviscaya,1990.03.19,CF 몬테레이
2018,우루과이,FW,21,에딘손 카바니,Edinson Cavani,1987.02.14,파리 생제르맹 FC
2018,포르투갈,GK,1,후이 파트리시우,Rui Patricio,1988.02.15,스포르팅 CP
2018,포르투갈,GK,12,앙토니 로페스,Anthony Lopes,1990.10.01,올랭피크 리옹
2018,포르투갈,GK,22,베투,Beto,1982.05.01,괴즈테페 SK
2018,포르투갈,DF,2,브루노 알베스,Bruno Alves,1981.11.27,레인저스 FC
2018,포르투갈,DF,3,페페,Pepe,1983.02.26,베식타스 JK
2018,포르투갈,DF,5,라파엘 게헤이루,Raphaël Guerreiro,1993.12.22,보루시아 도르트문트
2018,포르투갈,DF,6,주제 폰테,José Fonte,1983.12.22,다롄 이팡
2018,포르투갈,DF,13,후벵 디아스,Rúben Dias,1997.05.14,SL 벤피카
2018,포르투갈,DF,15,히카르두 페레이라,Ricardo Pereira,1993.10.06,레스터 시티 FC
2018,포르투갈,DF,19,마리우 후이,Mário Rui,1991.05.27,SSC 나폴리
2018,포르투갈,DF,21,세드리크 소아르스,Cédric Soares,1991.08.31,사우스햄튼 FC
2018,포르투갈,MF,4,마누엘 페르난데스,Manuel Fernandes,1986.02.05,FC 로코모티프 모스크바
2018,포르투갈,MF,8,주앙 무티뉴,João Moutinho,1986.09.08,AS 모나코 FC
2018,포르투갈,MF,10,주앙 마리우,João Mário,1993.01.19,웨스트햄 유나이티드 FC
2018,포르투갈,MF,11,베르나르두 실바,Bernardo Silva,1994.08.10,맨체스터 시티 FC
2018,포르투갈,MF,14,윌리엄 카르발류,William Carvalho,1992.04.07,스포르팅 CP
2018,포르투갈,MF,16,브루누 페르난데스,Bruno Fernandes,1994.09.08,스포르팅 CP
2018,포르투갈,MF,23,아드리앵 실바,Adrien Silva,1989.03.15,레스터 시티 FC
2018,포르투갈,FW,7,크리스티아누 호날두,Cristiano Ronaldo,1985.02.05,레알 마드리드 CF
2018,포르투갈,FW,9,안드레 실바,Andre Silva,1995.11.06,AC 밀란
2018,포르투갈,FW,17,곤살루 게드스,Gonçalo Guedes,1996.11.29,발렌시아 CF
2018,포르투갈,FW,18,젤송 마르틴스,Gelson Martins,1995.05.11,스포르팅 CP
2018,포르투갈,FW,20,히카르두 콰레스마,Ricardo Quaresma,1983.09.26,베식타스 JK
2018,스페인,GK,1,다비드 데 헤아,David De Gea,1990.11.07,맨체스터 유나이티드 FC
2018,스페인,GK,13,케파 아리사발라가,Kepa Arrizabalaga,1994.10.03,아틀레틱 클루브
2018,스페인,GK,23,페페 레이나,Pepe Reina,1982.08.31,SSC 나폴리
2018,스페인,DF,2,다니엘 카르바할,Daniel Carvajal,1992.01.11,레알 마드리드 CF
2018,스페인,DF,3,제라르 피케,Gerard Piqué,1987.02.02,FC 바르셀로나
2018,스페인,DF,4,나초 페르난데스,Nacho Fernández,1990.01.18,레알 마드리드 CF
2018,스페인,DF,12,알바로 오드리오솔라,Álvaro Odriozola,1995.12.14,레알 소시에다드
2018,스페인,DF,14,세사르 아스필리쿠에타,César Azpilicueta,1989.08.28,첼시 FC
2018,스페인,DF,15,세르히오 라모스,Sergio Ramos,1986.03.30,레알 마드리드 CF
2018,스페인,DF,16,나초 몬레알,Nacho Monreal,1986.02.26,아스날 FC
2018,스페인,DF,18,조르디 알바,Jordi Alba,1989.03.21,FC 바르셀로나
2018,스페인,MF,5,세르지오 부스케츠,Sergio Busquets,1988.07.16,FC 바르셀로나
2018,스페인,MF,6,안드레스 이니에스타,Andres Iniesta,1984.05.11,비셀 고베
2018,스페인,MF,7,사울 니게스,Saúl Ñíguez,1994.11.21,아틀레티코 마드리드
2018,스페인,MF,8,코케,Koke,1992.01.08,아틀레티코 마드리드
2018,스페인,MF,10,티아고 알칸타라,Thiago Alcântara,1991.04.11,FC 바이에른 뮌헨
2018,스페인,MF,20,마르코 아센시오,Marco Asensio,1996.01.21,레알 마드리드 CF
2018,스페인,MF,22,이스코,Isco,1992.04.21,레알 마드리드 CF
2018,스페인,FW,9,로드리고 모레노,Rodrigo Moreno,1991.03.06,발렌시아 CF
2018,스페인,FW,11,루카스 바스케스,Lucas Vázquez,1991.07.01,레알 마드리드 CF
2018,스페인,FW,17,이아고 아스파스,Iago Aspas,1987.08.01,RC 셀타 데 비고
2018,스페인,FW,19,디에고 코스타,Diego Costa,1988.10.07,아틀레티코 마드리드
2018,스페인,FW,21,다비드 실바,David Silva,1986.01.08,맨체스터 시티 FC
2018,모로코,GK,1,야신 부누,Yassine Bounou,1991.04.05,지로나 FC
2018,모로코,GK,12,무니르 엘 카주이,Munir El Kajoui,1989.05.10,CD 누만시아
2018,모로코,GK,22,아흐메드 레다 타냐우티,Ahmed Reda Tagnaouti,1996.04.05,IR 탕헤르
2018,모로코,DF,2,아슈라프 하키미,Achraf Hakimi,1998.11.04,레알 마드리드 CF
