,Nation,이름,소속/국가,나이,Eng_Nation,Name,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14
827,이집트,eidahmed,Al Masry SC,24.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
828,이집트,ahmedkouka,Al Ahly SC,24.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
829,이집트,ahmedramadan,Al Ahly SC,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
830,이집트,amrelgazar,National Bank,26.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
831,이집트,hossamabdelmaguid,Zamalek SC,24.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
832,이집트,khaledsobhi,Al Masry SC,,Egypt,mohamedabdelmonemمحمدعبدالمنعم,26.0,74.0,62.0,58.0,74.0,68.0,56.0,63.0,63.0,77.0,56.0,62.0,11.33,72.5,74.0,34.0
833,이집트,mohamedabdelmonem,Nice,26.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
834,이집트,mohamedhamdi,Pyramids FC,30.0,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
835,이집트,mohamedhany,Al Ahly SC,29.0,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
836,이집트,mohamedrabia,ZED FC,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
837,이집트,ramirabia,Al-Ain,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
838,이집트,hamdifathi,Al-Wakrah,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
839,이집트,mahmoudsaber,ZED FC,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
840,이집트,marwanattia,Al Ahly SC,27.0,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
841,이집트,mohamedshehata,Zamalek SC,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
842,이집트,mohanadlasheen,Pyramids FC,29.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
843,이집트,nabildunga,Zamalek SC,29.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
844,이집트,zizo,Al Ahly SC,29.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
845,이집트,ibrahimadel,Al-Jazira,24.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
846,이집트,mohamedsalah,Liverpool,33.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
847,이집트,mostafafathi,Pyramids FC,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
848,이집트,mostafamohamed,Nantes,27.0,Egypt,omarfayedعمرفايد,21.0,65.0,56.0,58.0,60.0,56.0,44.0,60.0,59.0,75.0,59.0,59.0,10.67,59.0,65.33,25.0
849,이집트,omarmarmoush,Manchester City,26.0,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
850,이집트,osamafaisal,National Bank,,Egypt,karimashrafahmed,21.0,53.0,51.0,46.0,44.0,48.0,30.0,63.0,55.0,75.0,56.0,67.0,10.0,39.0,27.67,51.0
851,폴란드,trezeguet,Al Ahly SC,30.0,Poland,bartłomiejdragowski,27.0,76.0,18.0,20.0,65.0,73.0,19.0,40.0,34.0,56.0,56.0,45.0,76.0,33.5,17.33,12.0
852,폴란드,bartlomiejdragowski,Panathinaikos,28.0,Poland,bartoszmrozek,25.0,72.0,24.0,14.0,31.0,63.0,9.0,39.0,36.0,61.0,51.0,37.0,72.33,20.0,13.67,7.0
853,폴란드,bartoszmrozek,Lech Poznan,25.0,Poland,kamilgrosicki,37.0,74.0,74.0,72.0,74.0,68.0,72.0,81.0,80.0,65.0,70.0,81.0,13.67,72.0,28.0,68.0
854,폴란드,kamilgrabara,Wolfsburg,26.0,Poland,łukaszskorupski,34.0,79.0,23.0,18.0,58.0,76.0,19.0,51.0,31.0,58.0,51.0,51.0,80.0,30.5,15.67,11.0
855,폴란드,lukaszskorupski,Bologna,34.0,Poland,arkadiuszpyrka,22.0,68.0,69.0,63.0,58.0,59.0,62.0,83.0,78.0,59.0,56.0,85.0,11.33,60.0,63.0,64.0
856,폴란드,arkadiuszpyrka,St. Pauli,23.0,Poland,jakubkolan,20.0,60.0,60.0,55.0,41.0,59.0,47.0,63.0,59.0,55.0,40.0,63.0,9.0,57.5,59.67,40.0
857,폴란드,jakubkiwior,FC Porto,25.0,Poland,filipbednarek,32.0,65.0,25.0,14.0,61.0,63.0,16.0,47.0,45.0,70.0,48.0,40.0,65.0,27.0,15.33,15.0
858,폴란드,janbednarek,FC Porto,29.0,Poland,janziołkowski,20.0,66.0,65.0,32.0,47.0,63.0,29.0,60.0,66.0,69.0,43.0,64.0,12.0,58.5,66.33,22.0
859,폴란드,janziolkowski,Roma,20.0,Poland,patrykmakuch,26.0,64.0,60.0,60.0,62.0,62.0,51.0,72.0,79.0,82.0,64.0,77.0,8.67,54.0,24.33,63.0
860,폴란드,mattycash,Aston Villa,28.0,Poland,dawidpolak,17.0,55.0,59.0,59.0,46.0,48.0,50.0,64.0,41.0,52.0,48.0,68.0,9.67,60.0,46.67,46.0
861,폴란드,pawelwszolek,Legia Warszawa,33.0,Poland,przemysławfrankowski,30.0,75.0,75.0,74.0,78.0,76.0,74.0,86.0,78.0,67.0,73.0,87.0,8.67,74.0,69.0,68.0
862,폴란드,przemyslawfrankowski,Rennes,30.0,Poland,przemysławwisniewski,26.0,71.0,56.0,44.0,64.0,68.0,38.0,81.0,74.0,91.0,40.0,87.0,10.67,56.0,69.33,16.0
863,폴란드,przemyslawwisniewski,Spezia,27.0,Poland,tomaszkarolkedziora,31.0,75.0,66.0,64.0,69.0,73.0,67.0,74.0,75.0,77.0,56.0,77.0,11.67,70.0,74.33,38.0
864,폴란드,tomaszkedziora,PAOK Thessaloniki FC,31.0,Poland,bartoszkapustka,28.0,72.0,73.0,69.0,62.0,72.0,64.0,74.0,81.0,60.0,63.0,76.0,10.67,74.0,56.0,70.0
865,폴란드,bartoszkapustka,Legia Warszawa,28.0,Poland,bartoszslisz,26.0,73.0,74.0,68.0,73.0,71.0,54.0,71.0,91.0,67.0,52.0,71.0,9.0,73.5,67.33,56.0
866,폴란드,bartoszslisz,Atlanta United,26.0,Poland,jakubkaminski,23.0,74.0,77.0,79.0,63.0,63.0,69.0,86.0,74.0,54.0,64.0,83.0,9.0,66.0,50.0,68.0
867,폴란드,jakubkaminski,1. FC Köln,23.0,Poland,jakubpiotrowski,27.0,69.0,72.0,69.0,68.0,66.0,63.0,66.0,70.0,78.0,73.0,72.0,7.67,69.0,66.0,60.0
868,폴란드,jakubpiotrowski,Udinese,27.0,Poland,nicolazalewski,23.0,76.0,78.0,79.0,72.0,72.0,75.0,80.0,75.0,49.0,72.0,85.0,11.0,70.5,64.67,58.0
869,폴란드,nicolazalewski,Atalanta,23.0,Poland,jakubzielinski,17.0,59.0,24.0,14.0,30.0,59.0,12.0,20.0,20.0,61.0,45.0,21.0,59.67,25.0,11.0,10.0
870,폴란드,piotrzielinski,Inter,31.0,Poland,sebastianszymanski,26.0,78.0,78.0,74.0,76.0,77.0,78.0,81.0,84.0,57.0,79.0,76.0,12.33,78.5,61.0,76.0
871,폴란드,sebastianszymanski,Fenerbahçe,26.0,Poland,adambuksa,28.0,73.0,69.0,68.0,71.0,73.0,48.0,63.0,72.0,82.0,74.0,57.0,9.0,54.5,28.0,77.0
872,폴란드,adambuksa,Udinese,29.0,Poland,kamilgrosicki,37.0,74.0,74.0,72.0,74.0,68.0,72.0,81.0,80.0,65.0,70.0,81.0,13.67,72.0,28.0,68.0
873,폴란드,kamilgrosicki,Pogoń Szczecin,37.0,Poland,karolszymanski,32.0,62.0,23.0,9.0,47.0,53.0,18.0,20.0,23.0,68.0,39.0,30.0,62.33,19.5,16.67,11.0
874,폴란드,karolswiderski,Panathinaikos,28.0,Poland,krzysztofpiatek,30.0,78.0,77.0,73.0,70.0,76.0,51.0,67.0,71.0,76.0,79.0,75.0,9.67,58.5,30.33,83.0
875,폴란드,krzysztofpiatek,Al-Duhail SC,30.0,Poland,robertlewandowski,36.0,88.0,88.0,84.0,87.0,89.0,76.0,73.0,76.0,89.0,89.0,74.0,11.0,77.0,32.0,92.0
876,파라과이,robertlewandowski,Barcelona,37.0,Paraguay,carlosmiguelcoronel,28.0,72.0,29.0,17.0,50.0,70.0,16.0,39.0,41.0,72.0,55.0,39.0,71.67,53.5,17.0,10.0
877,파라과이,carloscoronel,New York Red Bulls,28.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
878,파라과이,juanespinola,Newell's Old Boys,30.0,Paraguay,eduardodelmas,18.0,56.0,54.0,64.0,53.0,49.0,43.0,75.0,45.0,39.0,42.0,73.0,9.0,53.0,32.33,55.0
879,파라과이,orlandogill,San Lorenzo,,Paraguay,javierdominguez,25.0,68.0,70.0,68.0,55.0,70.0,52.0,61.0,76.0,66.0,52.0,63.0,12.33,69.5,54.0,61.0
880,파라과이,robertofernandez,Cerro Porteno,37.0,Paraguay,gonzaloagustinsandez,24.0,73.0,60.0,64.0,66.0,68.0,67.0,74.0,83.0,85.0,52.0,86.0,9.33,59.5,70.33,36.0
881,파라과이,agustinsandez,Rosario Central,24.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
882,파라과이,alanbenitez,Internacional,31.0,Paraguay,alexisfretes,19.0,60.0,63.0,60.0,48.0,56.0,58.0,71.0,65.0,62.0,41.0,69.0,13.0,53.0,56.0,40.0
883,파라과이,alexisduarte,Santos FC,25.0,Paraguay,arielavalos,20.0,63.0,59.0,63.0,55.0,65.0,45.0,75.0,80.0,75.0,62.0,70.0,8.67,49.0,25.0,68.0
884,파라과이,blasriveros,Cerro Porteno,27.0,Paraguay,matiasarguello,18.0,59.0,57.0,50.0,49.0,48.0,63.0,68.0,68.0,47.0,48.0,68.0,6.67,51.5,51.33,38.0
885,파라과이,fabianbalbuena,Gremio,34.0,Paraguay,octavioalfonso,19.0,60.0,60.0,61.0,40.0,58.0,60.0,62.0,58.0,56.0,62.0,61.0,8.0,61.0,41.33,58.0
886,파라과이,gustavogomez,Palmeiras,32.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
887,파라과이,gustavovelazquez,Cerro Porteno,34.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
888,파라과이,juancaceres,Dinamo Moscow,25.0,Paraguay,octavioalfonso,19.0,60.0,60.0,61.0,40.0,58.0,60.0,62.0,58.0,56.0,62.0,61.0,8.0,61.0,41.33,58.0
889,파라과이,junioralonso,Atletico MG,32.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
890,파라과이,omaralderete,Sunderland,28.0,Paraguay,adrianandrescubas,29.0,74.0,72.0,64.0,74.0,74.0,59.0,70.0,86.0,31.0,56.0,68.0,9.67,72.0,74.67,40.0
891,파라과이,andrescubas,Vancouver Whitecaps,29.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
892,파라과이,braianojeda,Real Salt Lake,25.0,Paraguay,matiasarguello,18.0,59.0,57.0,50.0,49.0,48.0,63.0,68.0,68.0,47.0,48.0,68.0,6.67,51.5,51.33,38.0
893,파라과이,damianbobadilla,Sao Paulo,24.0,Paraguay,victorrojas,20.0,56.0,18.0,13.0,25.0,43.0,11.0,19.0,18.0,48.0,41.0,15.0,56.0,21.5,10.33,5.0
894,파라과이,diegogomez,Brighton & Hove Albion,22.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
895,파라과이,hugocuenca,Genoa,20.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
896,파라과이,julioenciso,Strasbourg,21.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
897,파라과이,kaku,Al-Ain,30.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
898,파라과이,lucasromero,Recoleta,,Paraguay,matiasgalarzafonda,23.0,73.0,77.0,80.0,76.0,72.0,70.0,59.0,61.0,48.0,75.0,67.0,12.0,71.5,65.33,74.0
899,파라과이,mathiasvillasanti,Gremio,28.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
900,파라과이,rubenlezcano,Fluminense,21.0,Paraguay,arielavalos,20.0,63.0,59.0,63.0,55.0,65.0,45.0,75.0,80.0,75.0,62.0,70.0,8.67,49.0,25.0,68.0
901,파라과이,adrianalcaraz,Olimpia,25.0,Paraguay,alexisfretes,19.0,60.0,63.0,60.0,48.0,56.0,58.0,71.0,65.0,62.0,41.0,69.0,13.0,53.0,56.0,40.0
902,파라과이,alexarce,Independiente Rivadavia,30.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
903,파라과이,angelromero,Corinthians,33.0,Paraguay,octavioalfonso,19.0,60.0,60.0,61.0,40.0,58.0,60.0,62.0,58.0,56.0,62.0,61.0,8.0,61.0,41.33,58.0
904,파라과이,antoniosanabria,Cremonese,29.0,Paraguay,arielavalos,20.0,63.0,59.0,63.0,55.0,65.0,45.0,75.0,80.0,75.0,62.0,70.0,8.67,49.0,25.0,68.0
905,파라과이,gabrielavalos,Independiente,34.0,Paraguay,ivanramirez,21.0,60.0,59.0,55.0,60.0,59.0,40.0,60.0,60.0,62.0,59.0,63.0,13.0,48.5,25.67,63.0
906,파라과이,isidropitta,Red Bull Bragantino,26.0,Paraguay,matiasgalarzafonda,23.0,73.0,77.0,80.0,76.0,72.0,70.0,59.0,61.0,48.0,75.0,67.0,12.0,71.5,65.33,74.0
907,파라과이,matiasgalarza,River Plate,23.0,Paraguay,angelaquino,20.0,61.0,45.0,47.0,45.0,58.0,56.0,74.0,58.0,64.0,50.0,76.0,8.33,54.0,58.67,35.0
908,파라과이,miguelalmiron,Atlanta United,31.0,Paraguay,victorrojas,20.0,56.0,18.0,13.0,25.0,43.0,11.0,19.0,18.0,48.0,41.0,15.0,56.0,21.5,10.33,5.0
909,파라과이,ramonsosa,Palmeiras,26.0,Paraguay,joaquinparedes,22.0,57.0,42.0,30.0,44.0,54.0,31.0,60.0,66.0,61.0,38.0,65.0,10.0,44.0,59.33,18.0
910,파라과이,rodneyredes,Olimpia,25.0,Paraguay,ronaldoivanmartinezrolon,29.0,67.0,66.0,68.0,56.0,64.0,25.0,73.0,52.0,64.0,68.0,74.0,7.33,53.0,15.33,71.0
911,알제리,ronaldomartinez,Club Atletico Platense,29.0,Algeria,ahmedkendouci,26.0,71.0,75.0,74.0,69.0,68.0,60.0,73.0,71.0,57.0,75.0,73.0,9.0,72.0,62.67,73.0
912,알제리,alexisguendouz,MC Alger,,Algeria,yassinebenzia,30.0,72.0,72.0,75.0,74.0,71.0,68.0,68.0,63.0,55.0,71.0,64.0,9.33,71.5,39.0,71.0
913,알제리,oussamabenbot,USM Alger,,Algeria,ibrahimmaza,19.0,71.0,77.0,81.0,70.0,67.0,63.0,74.0,70.0,62.0,82.0,76.0,12.67,66.5,36.0,64.0
914,알제리,zakariabouhalfaya,CS Constantine,,Algeria,ahmedkashi,36.0,69.0,68.0,62.0,69.0,63.0,49.0,58.0,93.0,71.0,58.0,43.0,12.0,69.0,63.67,45.0
915,알제리,ahmedtouba,Panathinaikos,27.0,Algeria,ahmedkashi,36.0,69.0,68.0,62.0,69.0,63.0,49.0,58.0,93.0,71.0,58.0,43.0,12.0,69.0,63.67,45.0
916,알제리,aissamandi,Lille,33.0,Algeria,jaouenhadjamجوينحجام,22.0,69.0,67.0,71.0,62.0,60.0,61.0,77.0,74.0,74.0,61.0,80.0,8.33,57.0,69.0,52.0
917,알제리,jaouenhadjam,Young Boys,22.0,Algeria,kevindanielguitounvandenkerkhof,29.0,70.0,68.0,70.0,59.0,66.0,68.0,80.0,83.0,75.0,68.0,82.0,10.0,64.5,63.33,64.0
918,알제리,kevinvandenkerkhof,Sporting Charleroi,29.0,Algeria,ahmedkashi,36.0,69.0,68.0,62.0,69.0,63.0,49.0,58.0,93.0,71.0,58.0,43.0,12.0,69.0,63.67,45.0
919,알제리,mohamedtougai,Espérance,,Algeria,ahmedkashi,36.0,69.0,68.0,62.0,69.0,63.0,49.0,58.0,93.0,71.0,58.0,43.0,12.0,69.0,63.67,45.0
920,알제리,naoufelkhacef,CR Belouizdad,27.0,Algeria,aminesaid,22.0,57.0,62.0,60.0,56.0,49.0,41.0,65.0,58.0,67.0,57.0,67.0,7.67,49.5,17.0,61.0
921,알제리,ramybensebaini,Borussia Dortmund,30.0,Algeria,aminesaid,22.0,57.0,62.0,60.0,56.0,49.0,41.0,65.0,58.0,67.0,57.0,67.0,7.67,49.5,17.0,61.0
922,알제리,youcefatal,Al-Sadd,29.0,Algeria,ahmedkashi,36.0,69.0,68.0,62.0,69.0,63.0,49.0,58.0,93.0,71.0,58.0,43.0,12.0,69.0,63.67,45.0
923,알제리,fareschaibi,Eintracht Frankfurt,22.0,Algeria,hacenebenali,25.0,66.0,67.0,62.0,62.0,69.0,51.0,71.0,64.0,64.0,66.0,75.0,8.33,53.0,25.0,68.0
924,알제리,hichamboudaoui,Nice,26.0,Algeria,hacenebenali,25.0,66.0,67.0,62.0,62.0,69.0,51.0,71.0,64.0,64.0,66.0,75.0,8.33,53.0,25.0,68.0
925,알제리,himadabdelli,Angers,25.0,Algeria,houssemaouarحسامعوار,27.0,77.0,81.0,84.0,76.0,76.0,65.0,68.0,66.0,62.0,69.0,64.0,10.33,77.5,62.67,73.0
926,알제리,houssemaouar,Al Ittihad,27.0,Algeria,ibrahimmaza,19.0,71.0,77.0,81.0,70.0,67.0,63.0,74.0,70.0,62.0,82.0,76.0,12.67,66.5,36.0,64.0
927,알제리,ibrahimmaza,Bayer Leverkusen,19.0,Algeria,ilankaiskebbal,26.0,76.0,77.0,79.0,76.0,70.0,71.0,83.0,83.0,40.0,68.0,71.0,10.33,71.5,24.33,72.0
928,알제리,ilankebbal,Paris FC,27.0,Algeria,mohamedramzdinefarsi,25.0,70.0,69.0,69.0,66.0,63.0,68.0,83.0,78.0,50.0,60.0,85.0,12.0,62.0,64.67,52.0
929,알제리,mohammedbenkhemassa,MC Alger,,Algeria,rafikmessali,22.0,64.0,60.0,58.0,54.0,54.0,60.0,69.0,68.0,63.0,45.0,76.0,10.0,63.0,58.67,42.0
930,알제리,nabilbentaleb,Lille,30.0,Algeria,ramizlarbizerrouki,27.0,73.0,72.0,72.0,73.0,68.0,59.0,65.0,80.0,80.0,76.0,59.0,8.0,74.5,69.0,59.0
931,알제리,ramizzerrouki,FC Twente,27.0,Algeria,rayanjawadkolli,20.0,65.0,65.0,66.0,62.0,64.0,61.0,77.0,54.0,58.0,65.0,77.0,7.67,57.0,23.33,65.0
932,알제리,rayanaitnouri,Manchester City,24.0,Algeria,yassinebenzia,30.0,72.0,72.0,75.0,74.0,71.0,68.0,68.0,63.0,55.0,71.0,64.0,9.33,71.5,39.0,71.0
933,알제리,yassinebenzia,Al-Fayha,31.0,Algeria,amineferidgouiri,25.0,79.0,80.0,81.0,79.0,76.0,77.0,79.0,76.0,71.0,80.0,75.0,7.33,73.5,39.33,85.0
934,알제리,aminegouiri,Marseille,25.0,Algeria,ibrahimmaza,19.0,71.0,77.0,81.0,70.0,67.0,63.0,74.0,70.0,62.0,82.0,76.0,12.67,66.5,36.0,64.0
935,알제리,anishadjmoussa,Feyenoord,23.0,Algeria,mehdibaaloudj,24.0,62.0,61.0,64.0,59.0,61.0,47.0,61.0,55.0,74.0,58.0,56.0,9.33,46.5,17.67,66.0
936,알제리,baghdadbounedjah,Al-Shamal,33.0,Algeria,sohaibnair,23.0,68.0,60.0,51.0,55.0,62.0,38.0,64.0,67.0,75.0,35.0,65.0,9.0,60.0,68.0,29.0
937,알제리,mohamedamoura,Wolfsburg,25.0,Algeria,riyadmahrezرياضمحرز,34.0,84.0,89.0,87.0,81.0,81.0,81.0,81.0,79.0,60.0,82.0,76.0,10.67,78.0,33.67,80.0
938,알제리,riyadmahrez,Al Ahli,34.0,Algeria,yanissellami,18.0,61.0,69.0,65.0,58.0,51.0,61.0,58.0,54.0,47.0,58.0,55.0,13.33,66.5,43.33,49.0
939,알제리,saidbenrahma,Neom SC,30.0,Algeria,hacenebenali,25.0,66.0,67.0,62.0,62.0,69.0,51.0,71.0,64.0,64.0,66.0,75.0,8.33,53.0,25.0,68.0
940,체코,youcefbelaili,Espérance,33.0,Czech Republic,jindrichstanek,29.0,76.0,27.0,17.0,48.0,72.0,16.0,36.0,26.0,68.0,59.0,35.0,76.0,20.5,14.67,15.0
941,체코,jindrichstanek,Slavia Prague,29.0,Czech Republic,matejkovar,25.0,75.0,35.0,22.0,63.0,67.0,15.0,26.0,28.0,55.0,59.0,37.0,75.33,46.5,12.0,9.0
942,체코,matejkovar,PSV Eindhoven,25.0,Czech Republic,vitezslavjaros,23.0,70.0,29.0,15.0,58.0,65.0,12.0,39.0,40.0,58.0,53.0,38.0,70.0,47.0,14.0,11.0
943,체코,vitezslavjaros,Ajax,24.0,Czech Republic,davidjurasek,24.0,73.0,72.0,73.0,67.0,71.0,76.0,84.0,75.0,74.0,77.0,83.0,8.67,64.5,66.33,51.0
944,체코,davidjurasek,Beşiktaş,25.0,Czech Republic,jaroslavzeleny,32.0,72.0,72.0,70.0,75.0,74.0,71.0,72.0,71.0,78.0,66.0,75.0,11.67,70.5,69.33,61.0
945,체코,jaroslavzeleny,Sparta Prague,33.0,Czech Republic,ladislavkrejci,26.0,78.0,72.0,69.0,75.0,75.0,56.0,68.0,79.0,85.0,78.0,75.0,9.67,74.5,75.0,62.0
946,체코,ladislavkrejci,Wolverhampton Wanderers,26.0,Czech Republic,martinjedlicka,27.0,75.0,22.0,11.0,38.0,71.0,11.0,33.0,22.0,62.0,53.0,37.0,74.67,43.0,12.0,6.0
947,체코,martincedidla,Jablonec,23.0,Czech Republic,martinvitik,22.0,74.0,67.0,63.0,67.0,71.0,31.0,71.0,63.0,81.0,60.0,75.0,11.0,65.0,74.0,33.0
948,체코,martinvitik,Bologna,22.0,Czech Republic,robinhranac,25.0,71.0,56.0,48.0,54.0,69.0,30.0,65.0,64.0,84.0,68.0,84.0,5.67,65.0,69.67,25.0
949,체코,robinhranac,Hoffenheim,25.0,Czech Republic,tomasholes,32.0,76.0,70.0,65.0,73.0,74.0,73.0,74.0,77.0,81.0,72.0,74.0,9.0,70.0,75.0,52.0
950,체코,tomasholes,Slavia Prague,32.0,Czech Republic,vaclavjemelka,30.0,74.0,70.0,68.0,70.0,70.0,65.0,64.0,71.0,80.0,56.0,68.0,10.67,71.0,71.33,44.0
951,체코,vaclavjemelka,Viktoria Plzen,30.0,Czech Republic,adamkarabec,21.0,71.0,72.0,75.0,74.0,68.0,65.0,74.0,76.0,64.0,66.0,73.0,11.33,69.5,34.33,64.0
952,체코,adamkarabec,Lyon,22.0,Czech Republic,alexkral,27.0,74.0,76.0,76.0,75.0,74.0,68.0,69.0,84.0,76.0,75.0,73.0,11.33,73.5,73.67,62.0
953,체코,alexkral,Union Berlin,27.0,Czech Republic,daviddoudera,27.0,74.0,72.0,71.0,56.0,70.0,75.0,88.0,85.0,56.0,69.0,89.0,11.67,66.0,66.0,68.0
954,체코,daviddoudera,Slavia Prague,27.0,Czech Republic,lukascerv,24.0,74.0,71.0,68.0,63.0,72.0,64.0,69.0,78.0,75.0,73.0,69.0,8.67,72.5,70.33,61.0
955,체코,lukascerv,Viktoria Plzen,24.0,Czech Republic,michalsacek,28.0,71.0,72.0,68.0,70.0,69.0,68.0,77.0,73.0,66.0,69.0,72.0,9.67,69.0,66.33,59.0
956,체코,michalberan,Sigma Olomouc,25.0,Czech Republic,michalsadilek,26.0,76.0,74.0,68.0,70.0,71.0,69.0,74.0,86.0,74.0,71.0,36.0,12.0,79.5,72.67,50.0
957,체코,michalsadilek,Slavia Prague,26.0,Czech Republic,pavelsulc,24.0,77.0,77.0,78.0,78.0,77.0,74.0,72.0,85.0,54.0,66.0,70.0,12.0,75.5,40.0,78.0
958,체코,pavelsulc,Lyon,24.0,Czech Republic,tomassoucek,30.0,78.0,75.0,71.0,73.0,78.0,68.0,42.0,87.0,80.0,73.0,47.0,8.33,75.0,77.67,72.0
959,체코,tomassoucek,West Ham United,30.0,Czech Republic,jankuchta,28.0,73.0,71.0,70.0,69.0,72.0,58.0,77.0,76.0,79.0,72.0,77.0,9.67,64.5,29.0,71.0
960,체코,jankuchta,Sparta Prague,28.0,Czech Republic,lukasprovod,28.0,78.0,79.0,79.0,79.0,79.0,78.0,71.0,85.0,85.0,82.0,80.0,12.0,78.5,63.0,71.0
961,체코,lukasprovod,Slavia Prague,28.0,Czech Republic,matejvydra,33.0,74.0,72.0,71.0,72.0,76.0,66.0,78.0,66.0,75.0,74.0,75.0,12.67,63.5,32.67,73.0
