,Nation,Eng_Nation,Name,Club,Position,Age,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,FS_14,Position_Class
1049,파라과이,Paraguay,Diego Alexander Gómez Amarilla,Brighton & Hove Albion,CM,22,73,76,76,74,73,63,70,70,75,70,68,7.0,74.5,71.33,65,MF
1050,파라과이,Paraguay,Matías Galarza Fonda,River Plate,CM,23,73,77,80,76,72,70,59,61,48,75,67,12.0,71.5,65.33,74,MF
1051,파라과이,Paraguay,Cecilio Andrés Domínguez Ruiz,Cerro Porteño,LM,30,73,73,76,70,66,69,80,68,71,72,78,12.0,68.0,40.0,73,MF
1052,파라과이,Paraguay,Álvaro Marcial Campuzano,Libertad,CDM,30,71,72,65,58,68,48,72,85,86,60,71,10.33,70.0,69.33,44,MF
1053,파라과이,Paraguay,Miguel Ángel Almirón Rejala,Atlanta United,RW,31,76,78,80,75,75,71,88,87,52,75,86,10.33,69.5,56.33,70,FW
1054,파라과이,Paraguay,Arnaldo Antonio Sanabria Ayala,Cremonese,ST,29,76,80,80,78,72,63,78,60,62,78,72,11.67,68.5,25.67,79,FW
1055,파라과이,Paraguay,Álex Adrián Arce Barrios,Independiente Rivadavia,ST,30,75,75,71,70,61,41,58,65,78,80,59,11.67,50.0,17.67,82,FW
1056,파라과이,Paraguay,Gabriel Ávalos Stumpfs,Independiente,ST,34,75,76,72,75,69,48,69,81,90,81,66,11.67,67.0,40.67,78,FW
1057,파라과이,Paraguay,Lorenzo Antonio Melgarejo Sanabria,Libertad,LW,34,74,75,75,75,66,70,78,68,65,84,83,10.0,69.0,55.0,76,FW
1058,파라과이,Paraguay,Matías Nicolás Rojas Romero,Portland Timbers,RW,29,74,78,79,73,69,73,63,67,69,87,75,9.0,75.5,55.0,73,FW
1059,포르투갈,Portugal,Diogo Meireles da Costa,FC Porto,GK,25,84,30,18,44,83,13,33,28,63,62,39,84.0,52.5,14.33,6,GK
1060,포르투갈,Portugal,Rui Tiago Dantas da Silva,Sporting CP,GK,31,81,24,18,49,73,13,31,27,76,58,30,82.33,29.5,18.0,20,GK
1061,포르투갈,Portugal,José Pedro Malheiro de Sá,Wolverhampton Wanderers,GK,32,77,19,17,45,75,18,52,34,75,53,53,76.67,45.0,16.0,15,GK
1062,포르투갈,Portugal,Rúben dos Santos Gato Alves Dias,Manchester City,CB,28,86,75,64,85,86,54,55,71,89,74,62,8.67,80.0,86.33,29,DF
1063,포르투갈,Portugal,Nuno Alexandre Tavares Mendes,Paris Saint-Germain,LB,23,86,82,81,82,83,81,94,83,73,80,95,11.33,76.0,81.33,61,DF
1064,포르투갈,Portugal,João Pedro Cavaco Cancelo,Al Hilal,RB,31,84,86,85,85,84,86,88,88,65,80,78,11.33,82.5,77.67,69,DF
1065,포르투갈,Portugal,Danilo Luís Hélio Pereira,Al Ittihad,CB,33,81,76,72,78,82,56,39,78,88,75,54,12.67,73.0,81.0,58,DF
1066,포르투갈,Portugal,Gonçalo Bernardo Inácio,Sporting CP,CB,23,81,75,72,77,76,52,79,82,82,67,76,7.67,83.0,81.0,23,DF
1067,포르투갈,Portugal,Raphaël Adelino José Guerreiro,FC Bayern München,LB,31,80,89,87,85,84,85,76,72,49,79,63,10.33,82.5,75.67,78,DF
1068,포르투갈,Portugal,Matheus Luiz Nunes,Manchester City,RB,26,79,80,79,75,78,73,78,79,74,77,91,12.67,79.5,74.33,69,DF
1069,포르투갈,Portugal,José Diogo Dalot Teixeira,Manchester United,RB,26,79,76,78,76,75,75,84,81,74,81,86,8.0,75.0,76.0,54,DF
1070,포르투갈,Portugal,António João Pereira de Albuquerque Tavares da Silva,SL Benfica,CB,21,78,73,69,77,75,45,78,83,83,60,81,8.67,76.5,79.33,31,DF
1071,포르투갈,Portugal,Vítor Machado Ferreira,Paris Saint-Germain,CM,25,89,88,91,88,88,78,75,87,59,77,69,7.33,89.5,74.0,80,MF
1072,포르투갈,Portugal,Bruno Miguel Borges Fernandes,Manchester United,CAM,30,87,87,82,85,90,85,68,95,61,86,66,11.33,90.0,66.33,80,MF
1073,포르투갈,Portugal,João Pedro Gonçalves Neves,Paris Saint-Germain,CM,20,85,86,83,85,83,67,77,92,78,78,71,11.33,86.0,82.0,69,MF
1074,포르투갈,Portugal,Rúben Diogo da Silva Neves,Al Hilal,CDM,28,84,84,74,88,85,85,58,80,74,86,57,11.33,88.0,79.67,66,MF
1075,포르투갈,Portugal,Bernardo Mota Veiga de Carvalho e Silva,Manchester City,CM,30,84,88,88,86,87,82,68,90,47,79,55,10.0,84.0,71.33,78,MF
1076,포르투갈,Portugal,Pedro António Pereira Gonçalves,Sporting CP,CAM,27,83,84,84,85,83,83,79,81,62,78,76,10.0,82.5,58.67,84,MF
1077,포르투갈,Portugal,João Maria Lobo Alves Palhinha Gonçalves,Tottenham Hotspur,CDM,29,83,76,75,84,79,60,54,79,86,81,58,9.33,77.0,84.67,66,MF
1078,포르투갈,Portugal,Otávio Edmilson da Silva Monteiro,Al Qadsiah FC,CAM,30,82,85,86,81,84,79,81,86,65,73,76,12.0,82.5,70.0,71,MF
1079,포르투갈,Portugal,Cristiano Ronaldo dos Santos Aveiro,Al Nassr,ST,40,85,85,77,91,82,78,73,77,80,91,78,10.67,73.0,26.67,88,FW
1080,포르투갈,Portugal,Rafael Alexandre da Conceição Leão,AC Milan,LW,26,84,86,87,83,83,84,93,75,79,80,93,10.0,76.5,22.33,82,FW
1081,포르투갈,Portugal,Gonçalo Matias Ramos,Paris Saint-Germain,ST,24,80,78,76,75,81,58,73,79,79,82,73,12.33,67.5,41.33,82,FW
1082,포르투갈,Portugal,Fábio Daniel Soares Silva,Borussia Dortmund,ST,22,79,81,79,76,78,45,79,83,77,79,83,9.0,72.5,28.67,80,FW
1083,포르투갈,Portugal,Armindo Tué Na Bangna,SL Benfica,LW,30,78,80,81,80,66,71,91,70,56,77,86,10.33,65.5,27.0,79,FW
1084,포르투갈,Portugal,João Pedro Neves Filipe,Celtic,LW,26,77,80,79,74,73,73,84,59,57,77,88,10.0,69.0,31.33,71,FW
1085,폴란드,Poland,Wojciech Tomasz Szczęsny,FC Barcelona,GK,35,84,22,11,65,80,12,49,45,65,56,46,83.33,58.5,15.0,12,GK
1086,폴란드,Poland,Kamil Mieczysław Grabara,VfL Wolfsburg,GK,26,79,35,20,56,66,18,42,38,71,55,42,80.67,48.5,20.67,15,GK
1087,폴란드,Poland,Łukasz Skorupski,Bologna,GK,34,79,23,18,58,76,19,51,31,58,51,51,80.0,30.5,15.67,11,GK
1088,폴란드,Poland,Matthew Stuart Cash,Aston Villa,RB,27,79,76,75,72,79,77,74,86,68,77,75,12.0,72.5,79.0,66,DF
1089,폴란드,Poland,Jakub Piotr Kiwior,FC Porto,CB,25,77,69,64,71,78,65,63,68,76,62,70,11.33,70.5,77.67,29,DF
1090,폴란드,Poland,Tomasz Karol Kędziora,PAOK,CB,31,75,66,64,69,73,67,74,75,77,56,77,11.67,70.0,74.33,38,DF
1091,폴란드,Poland,Przemysław Frankowski,Stade Rennais FC,RB,30,75,75,74,78,76,74,86,78,67,73,87,8.67,74.0,69.0,68,DF
1092,폴란드,Poland,Jan Kacper Bednarek,FC Porto,CB,29,74,66,50,57,71,44,48,65,81,25,38,9.0,63.5,72.0,19,DF
1093,폴란드,Poland,Mateusz Skrzypczak,Lech Poznań,CB,24,72,65,52,63,71,45,55,79,82,48,59,11.0,67.5,71.33,45,DF
1094,폴란드,Poland,Mateusz Wieteska,Kocaelispor,CB,28,72,65,56,67,67,38,55,64,75,46,59,13.33,60.5,72.33,36,DF
1095,폴란드,Poland,Krystian Bielik,West Bromwich Albion,CB,27,72,64,63,71,69,49,52,72,81,62,55,10.33,69.5,70.33,36,DF
1096,폴란드,Poland,Kamil Dawid Piątkowski,Legia Warszawa,CB,25,71,66,61,68,66,60,81,82,84,68,80,12.33,67.0,68.33,41,DF
1097,폴란드,Poland,Piotr Sebastian Zieliński,Inter,CM,31,80,84,82,82,81,73,78,65,56,79,75,9.67,82.5,72.0,74,MF
1098,폴란드,Poland,Sebastian Szymański,Fenerbahçe SK,CAM,26,78,78,74,76,77,78,81,84,57,79,76,12.33,78.5,61.0,76,MF
1099,폴란드,Poland,Nicola Zalewski,Atalanta,LM,23,76,78,79,72,72,75,80,75,49,72,85,11.0,70.5,64.67,58,MF
1100,폴란드,Poland,Jakub Piotr Moder,Feyenoord,CM,26,75,75,75,76,76,70,55,79,78,78,72,11.33,76.0,69.67,66,MF
1101,폴란드,Poland,Kamil Grosicki,Pogoń Szczecin,LM,37,74,74,72,74,68,72,81,80,65,70,81,13.67,72.0,28.0,68,MF
1102,폴란드,Poland,Jakub Kamiński,1. FC Köln,LM,23,74,77,79,63,63,69,86,74,54,64,83,9.0,66.0,50.0,68,MF
1103,폴란드,Poland,Damian Dawid Szymański,Legia Warszawa,CDM,30,73,68,65,68,70,56,68,79,78,68,71,13.0,70.0,73.67,62,MF
1104,폴란드,Poland,Bartosz Slisz,Atlanta United,CDM,26,73,74,68,73,71,54,71,91,67,52,71,9.0,73.5,67.33,56,MF
1105,폴란드,Poland,Robert Lewandowski,FC Barcelona,ST,36,88,88,84,87,89,76,73,76,89,89,74,11.0,77.0,32.0,92,FW
1106,폴란드,Poland,Arkadiusz Krystian Milik,Juventus,ST,31,79,83,76,84,78,63,48,45,76,84,52,10.0,69.5,33.67,83,FW
1107,폴란드,Poland,Krzysztof Piątek,,ST,30,78,77,73,70,76,51,67,71,76,79,75,9.67,58.5,30.33,83,FW
1108,폴란드,Poland,Adam Buksa,Udinese,ST,28,73,69,68,71,73,48,63,72,82,74,57,9.0,54.5,28.0,77,FW
1109,폴란드,Poland,Karol Grzegorz Świderski,Panathinaikos FC,ST,28,73,75,69,75,71,50,67,71,74,75,65,11.0,65.0,23.67,76,FW
1110,폴란드,Poland,Dawid Igor Kownacki,Hertha BSC,ST,28,72,72,73,71,68,54,76,69,68,77,71,11.67,66.5,26.0,73,FW
1111,프랑스,France,Mike Peterson Maignan,AC Milan,GK,29,87,40,30,68,85,18,65,39,83,64,62,85.33,62.5,20.33,15,GK
1112,프랑스,France,Lucas Chevalier,Paris Saint-Germain,GK,23,83,17,14,45,80,12,52,41,53,55,46,83.33,36.0,10.33,9,GK
1113,프랑스,France,Brice Lauriche Samba,Stade Rennais FC,GK,31,80,36,14,66,78,10,49,37,78,60,60,79.33,46.5,12.67,9,GK
1114,프랑스,France,William Alain André Gabriel Saliba,Arsenal,CB,24,87,77,74,82,86,58,76,72,88,60,78,8.67,78.5,88.0,35,DF
1115,프랑스,France,Jules Olivier Koundé,FC Barcelona,RB,26,87,81,78,82,86,78,85,87,85,48,83,12.67,78.5,85.67,47,DF
1116,프랑스,France,Ibrahima Konaté,Liverpool,CB,26,86,76,68,80,85,38,69,75,91,45,83,11.0,77.5,86.67,29,DF
1117,프랑스,France,Dayotchanculle Oswald Upamecano,FC Bayern München,CB,26,85,76,72,74,84,48,76,73,87,64,78,10.0,78.5,83.33,39,DF
1118,프랑스,France,Benjamin Pavard,Olympique de Marseille,CB,29,84,79,71,83,86,76,74,80,76,80,76,10.33,82.0,86.0,60,DF
1119,프랑스,France,Theo Bernard François Hernández,Al Hilal,LB,27,84,84,83,80,83,84,88,87,80,86,92,8.67,75.5,78.67,71,DF
1120,프랑스,France,Lucas François Bernard Hernández Pi,Paris Saint-Germain,CB,29,81,76,65,80,81,78,68,65,78,62,74,11.33,72.0,82.67,53,DF
1121,프랑스,France,Mohamed Simakan,Al Nassr,CB,25,81,71,67,76,78,60,74,79,83,61,78,11.33,72.0,80.67,39,DF
1122,프랑스,France,Ferland Sinna Mendy,Real Madrid,LB,30,81,74,74,76,80,74,84,85,84,69,85,8.67,76.0,78.33,63,DF
1123,프랑스,France,Michael Akpovie Olise,FC Bayern München,RM,23,86,86,88,84,86,79,83,85,57,78,73,9.67,82.5,50.33,83,MF
1124,프랑스,France,N'Golo Kanté,Al Ittihad,CDM,34,85,80,78,82,85,68,80,89,72,71,74,10.67,78.0,87.67,64,MF
1125,프랑스,France,Aurélien Djani Tchouameni,Real Madrid,CDM,25,84,81,78,82,82,68,73,83,82,78,70,9.33,84.5,81.33,65,MF
1126,프랑스,France,Moussa Diaby,Al Ittihad,RM,25,84,84,89,79,81,80,95,82,37,74,95,10.0,76.5,43.33,79,MF
1127,프랑스,France,Adrien Rabiot-Provost,AC Milan,CAM,30,83,84,81,85,84,78,75,94,82,83,86,10.33,82.5,75.0,79,MF
1128,프랑스,France,Boubacar Bernard Kamara,Aston Villa,CDM,25,83,80,73,85,81,64,62,81,79,67,65,8.33,80.5,83.33,47,MF
1129,프랑스,France,Eduardo Celmi Camavinga,Real Madrid,CM,22,83,86,84,84,82,77,81,84,79,75,80,12.0,85.0,79.67,64,MF
1130,프랑스,France,Kingsley Junior Coman,Al Nassr,LM,29,83,87,88,78,82,80,90,65,66,82,84,4.33,76.5,25.67,73,MF
1131,프랑스,France,Kylian Mbappé Lottin,Real Madrid,ST,26,91,93,92,88,91,78,97,83,77,91,97,10.0,80.5,30.67,92,FW
1132,프랑스,France,Masour Ousmane Dembélé,Paris Saint-Germain,ST,28,90,94,94,88,91,80,93,76,69,91,89,9.67,83.5,45.67,90,FW
1133,프랑스,France,Désiré Doué,Paris Saint-Germain,RW,20,85,89,91,89,85,74,85,80,77,86,82,9.0,77.5,54.67,78,FW
1134,프랑스,France,Marcus Lilian Thuram-Ulien,Inter,ST,27,85,81,85,78,84,76,84,83,79,84,88,11.67,75.0,44.67,85,FW
1135,프랑스,France,Karim Benzemaكريم بن زيما,Al Ittihad,ST,37,85,86,84,84,84,75,74,78,81,85,76,8.33,81.0,28.33,86,FW
1136,프랑스,France,Antoine Griezmann,Atlético Madrid,ST,34,85,90,86,88,87,82,80,77,70,85,75,13.67,84.5,57.33,86,FW
1137,호주,Australia,Mathew David Ryan,Levante UD,GK,33,78,32,18,64,75,25,52,35,64,60,52,77.33,48.0,19.67,15,GK
1138,호주,Australia,Paul David Izzo,Randers FC,GK,30,70,23,22,58,60,11,55,33,67,50,56,70.67,33.0,18.0,14,GK
1139,호주,Australia,Lawrence Andrew Kingsley Thomas,Western Sydney Wanderers,GK,33,68,22,18,52,65,14,34,32,70,52,40,67.67,41.5,18.0,14,GK
1140,호주,Australia,Cameron Robert Burgess,Swansea City,CB,29,73,67,45,69,68,40,43,65,86,45,52,10.33,68.0,73.33,38,DF
1141,호주,Australia,Harry James Souttar,Leicester City,CB,26,73,62,52,64,66,24,40,52,89,33,51,13.33,67.0,72.67,25,DF
1142,호주,Australia,Alexander Ian Grant,Sydney FC,CB,31,71,60,54,58,60,36,48,74,93,63,57,10.0,72.0,68.67,43,DF
1143,호주,Australia,Alessandro Circati,Parma,CB,21,71,58,42,55,71,42,54,74,80,52,63,9.67,64.0,71.33,24,DF
1144,호주,Australia,Kye Francis Rowles,DC United,CB,27,71,50,37,62,66,26,61,74,78,34,67,10.67,64.0,72.0,16,DF
1145,호주,Australia,Gianni Ryan Stensness,Viking FK,CB,26,69,66,56,62,65,45,63,83,82,51,71,8.67,66.0,65.67,39,DF
1146,호주,Australia,Kai Clifton Trewin,Melbourne City FC,CB,24,69,58,55,67,70,43,64,90,80,52,68,13.0,65.5,70.0,39,DF
1147,호주,Australia,Jordan Jacob Bos,Feyenoord,LB,22,69,64,67,64,66,58,83,84,81,66,90,6.0,59.5,61.0,55,DF
1148,호주,Australia,Nathaniel Caleb Atkinson,Melbourne City FC,RB,26,68,67,72,63,62,67,75,83,78,54,76,11.0,61.5,60.0,55,DF
1149,호주,Australia,Jackson Alexander Irvine,FC St. Pauli,CM,32,75,74,69,72,75,64,64,91,76,73,69,9.0,73.5,70.0,67,MF
1150,호주,Australia,Craig Alexander Goodwin,Adelaide United,LM,33,73,69,67,74,72,77,81,83,71,77,81,7.67,68.5,58.33,72,MF
1151,호주,Australia,Massimo Corey Luongo,Millwall FC,CDM,32,72,73,67,69,72,60,53,65,74,73,51,11.67,71.5,71.67,62,MF
1152,호주,Australia,Riley Patrick McGree,Middlesbrough,LM,26,72,71,72,74,71,67,80,77,74,68,76,11.0,67.0,62.0,66,MF
1153,호주,Australia,Cameron Peter Devlin,Hearts,CDM,27,71,68,65,73,69,56,73,90,61,52,64,10.67,68.0,69.33,52,MF
1154,호주,Australia,Nicolas Petar Milanović,Aberdeen,LM,23,71,72,74,59,62,58,86,91,70,63,89,9.67,57.5,33.33,74,MF
1155,호주,Australia,Aiden Connor O'Neill,New York City FC,CDM,26,70,67,66,69,68,54,74,79,77,67,78,10.33,70.0,66.67,59,MF
1156,호주,Australia,Mathew Allan Leckie,Melbourne City FC,CM,34,70,74,73,71,70,62,76,75,76,71,81,8.0,68.0,62.67,68,MF
1157,호주,Australia,Martin Callie Boyle,Hibernian,ST,32,71,73,74,68,72,67,91,74,50,75,87,12.0,64.5,40.67,73,FW
1158,호주,Australia,Anthony Charles Carter,Santa Clara,ST,30,70,69,65,59,71,35,64,66,83,78,66,10.67,50.5,19.33,73,FW
1159,호주,Australia,Brandon Joel Gaetano Borrello,Western Sydney Wanderers,ST,29,70,70,71,69,68,65,72,84,75,77,73,9.67,64.5,42.33,68,FW
1160,호주,Australia,Nicholas D'Agostino,Viking FK,ST,27,70,68,67,65,66,55,83,85,81,68,84,11.0,62.0,46.33,70,FW
1161,호주,Australia,Ryan Dale Williams,Bengaluru FC,RW,31,69,69,69,58,66,63,81,88,52,65,79,12.0,61.5,47.67,70,FW
1162,호주,Australia,Adam Jake Taggart,Perth Glory,ST,32,69,69,64,73,66,56,80,80,73,69,80,12.67,63.5,32.0,71,FW
