,name,age,year,nation,current_rating,ball_control,dribbling,composure,reaction,crossing,acceleration,stamina,strength,shot_power,sprint_speed,finishing,gk,passing,defending,mentality_penalties
97942,Rüfät Dadaşov,27,2020,Azerbaijan,64,57,57,51.0,65,35,57,67,80,65,59,66,15+2,50,28,66.0
97943,Luís Carlos Almada Soares,33,2020,Cape Verde Islands,64,68,72,51.0,51,63,67,56,51,74,67,65,16+2,54,27,47.0
97944,Jorge Luis Corrales Cordero,28,2020,Cuba,64,60,63,57.0,64,60,65,60,55,56,62,33,16+2,65,64,37.0
97945,Josh Laurent,24,2020,England,64,66,64,62.0,59,59,74,73,74,62,75,57,18+2,66,59,51.0
97946,Jari Oosterwijk,24,2020,Netherlands,64,60,58,62.0,57,49,52,68,75,65,52,64,16+2,63,25,58.0
97947,David Djigla,23,2020,Benin,64,63,66,58.0,53,56,90,64,59,72,91,60,14+2,58,25,61.0
97948,Jodel Dossou,27,2020,Benin,64,64,69,60.0,56,56,73,65,61,58,70,53,16+2,61,41,43.0
97949,Ryan Peter Hedges,23,2020,Wales,64,64,67,56.0,55,57,72,69,58,58,75,57,15+2,62,41,54.0
97950,Maurice John Deville,26,2020,Luxembourg,64,64,56,62.0,63,64,58,76,84,67,74,61,18+2,64,28,59.0
97951,Olivier Custodio Da Costa,24,2020,Switzerland,64,69,65,65.0,59,47,69,78,65,62,64,40,16+2,65,57,64.0
97952,Alex Arthur Rufer,23,2020,New Zealand,64,66,64,65.0,63,57,68,75,69,66,69,53,18+2,64,62,56.0
97953,David John Wheeler,28,2020,England,64,64,64,54.0,53,56,82,84,75,65,80,63,17+2,52,27,50.0
97954,Oliver James Palmer,27,2020,England,64,65,55,65.0,56,38,53,65,91,62,70,65,17+2,52,25,62.0
97955,Jacopo Manconi,25,2020,Italy,64,68,65,59.0,53,63,73,57,61,53,72,66,15+2,64,21,67.0
97956,Ander Cantero Armendáriz,24,2020,Spain,64,12,22,43.0,55,19,57,42,70,44,53,12,63+2,35,12,25.0
97957,Sven Kreyer,28,2020,Germany,64,63,60,57.0,56,32,68,55,69,64,67,69,17+2,51,17,68.0
97958,Lucas Eduardo Mancinelli,29,2020,Argentina,64,63,62,62.0,63,61,76,69,52,73,63,56,18+2,63,68,53.0
97959,Damian Węglarz,23,2020,Poland,64,20,17,22.0,56,14,30,22,45,44,35,17,63+2,19,19,21.0
97960,Agostino Camigliano,24,2020,Italy,64,45,22,65.0,59,11,48,42,73,26,57,13,16+2,45,68,25.0
97961,Jakub Vojtuš,25,2020,Slovakia,64,61,53,55.0,54,42,67,75,72,65,73,64,15+2,49,14,65.0
97962,Tareiq Holmes-Dennis,23,2020,England,64,61,61,57.0,64,59,79,71,62,47,79,51,18+2,60,62,55.0
97963,Ignacio José Herrera Fernández,31,2020,Chile,64,64,66,60.0,55,58,76,72,72,61,75,68,18+2,58,22,51.0
97964,Pietro Ceccaroni,23,2020,Italy,64,54,45,59.0,57,59,72,69,67,29,74,31,16+2,53,64,37.0
97965,Umberto Saracco,25,2020,Italy,64,23,18,42.0,52,16,49,41,55,43,41,18,63+2,25,20,30.0
97966,Runar Espejord,23,2020,Norway,64,62,57,62.0,56,42,58,57,77,64,66,65,16+2,59,14,55.0
97967,Kean Bryan,22,2020,England,64,65,58,51.0,57,49,64,65,74,68,60,48,15+2,63,66,45.0
97968,Malick Evouna,26,2020,Gabon,64,57,60,55.0,61,22,65,56,77,70,64,63,15+2,54,25,55.0
97969,Soufiane Chakla Mrioued,25,2020,Morocco,64,59,40,55.0,52,28,57,54,75,58,59,25,16+2,61,62,35.0
97970,Maksim Rudakov,23,2020,Russia,64,20,19,39.0,58,14,33,27,68,46,33,20,63+2,22,19,22.0
97971,Victor Pagliari Giro,25,2020,Brazil,64,58,64,67.0,60,56,73,67,60,56,60,42,17+2,64,66,41.0
97972,Stefano Giuseppe Arne Holmquist Vecchia,24,2020,Sweden,64,66,67,66.0,53,61,81,70,65,62,74,51,17+2,64,30,41.0
97973,Mikkel Kallesøe Andreasen,22,2020,Denmark,64,65,63,61.0,58,57,76,80,71,63,79,63,15+2,59,42,47.0
97974,Vegard Amundsen Bergan,24,2020,Norway,64,55,30,56.0,57,35,55,66,82,41,62,40,16+2,57,63,38.0
97975,Greg Kiltie,22,2020,Scotland,64,66,67,60.0,61,62,68,67,65,58,66,53,15+2,65,48,57.0
97976,Morten Ågnes Konradsen,23,2020,Norway,64,66,66,58.0,58,62,75,69,58,62,66,58,18+2,65,58,48.0
97977,Erik Tobias Karlsson,30,2020,Sweden,64,45,32,52.0,60,34,52,68,78,47,57,21,17+2,46,66,36.0
97978,Ulrik Saltnes,26,2020,Norway,64,64,61,58.0,56,62,69,79,71,66,68,59,16+2,64,63,56.0
97979,Amadou Bakayoko,23,2020,Sierra Leone,64,58,59,55.0,59,53,77,87,82,70,83,60,16+2,57,39,64.0
97980,Andrés Felipe Mosquera Marmolejo,27,2020,Colombia,64,17,14,43.0,57,15,45,33,58,45,42,15,63+2,37,13,25.0
97981,Ashley Jordan Smith-Brown,23,2020,England,64,63,60,45.0,58,61,80,74,71,35,84,35,17+2,63,59,43.0
97982,Nathan Thomas,24,2020,England,64,62,66,55.0,54,62,87,67,63,63,85,59,17+2,56,30,59.0
97983,Daniel Molina Orta,23,2020,Spain,64,69,64,62.0,58,49,45,38,32,59,50,56,17+2,72,70,55.0
97984,Sidney Raymond Kenneth Nelson,23,2020,England,64,52,41,45.0,56,32,48,65,72,39,51,23,16+2,50,63,37.0
97985,Marko Maroši,25,2020,Slovakia,64,19,13,44.0,64,16,40,27,67,49,42,16,63+2,26,16,28.0
97986,Maodo Malick M'Baye,23,2020,Senegal,64,66,63,60.0,58,44,71,78,80,55,74,42,17+2,68,63,54.0
97987,Yaseen Omar Barnawi,25,2020,Saudi Arabia,64,60,63,52.0,62,57,72,77,72,56,73,29,15+2,58,64,36.0
97988,Simon Ivar Alexander Skrabb,24,2020,Finland,64,64,64,62.0,65,67,76,81,64,67,74,67,19+2,61,51,49.0
97989,Thomas Liam McNamara,28,2020,United States,64,66,67,65.0,65,56,55,52,70,77,53,63,18+2,69,45,42.0
97990,Sergio Felipe Román Palacios,24,2020,Colombia,64,24,21,34.0,52,16,41,32,68,44,46,13,63+2,29,13,23.0
97991,Kyle Michael Dempsey,23,2020,England,64,67,65,67.0,55,59,73,77,59,57,70,58,15+2,67,39,48.0
97992,최경록 崔琼罗,24,2020,Korea Republic,64,67,69,47.0,64,51,77,60,46,48,73,64,17+2,60,28,51.0
97993,Abdullah Abdulkarim Al Shamekh,26,2020,Saudi Arabia,64,63,58,56.0,57,64,76,77,69,57,78,26,19+2,57,64,36.0
97994,王彤,26,2020,China PR,64,57,60,45.0,58,64,76,70,70,55,81,58,16+2,65,58,28.0
97995,糜昊伦,26,2020,China PR,64,54,57,60.0,58,58,82,67,62,52,81,65,15+2,59,64,31.0
97996,罗森文,26,2020,China PR,64,65,68,56.0,59,53,56,66,73,68,61,61,16+2,64,59,48.0
97997,Petar Golubović,24,2020,Serbia,64,55,58,60.0,61,68,65,70,77,24,61,24,15+2,62,65,37.0
97998,Nicola Sutter,24,2020,Switzerland,64,60,48,55.0,58,42,70,73,72,62,65,55,16+2,63,65,41.0
97999,Rodrigo Sebastián Arciero,26,2020,Argentina,64,50,64,46.0,57,57,62,70,64,34,64,29,16+2,54,69,42.0
98000,艾迪·弗朗西斯,28,2020,China PR,64,51,50,56.0,60,66,69,87,65,34,70,34,15+2,64,68,35.0
98001,Patrick Berg,21,2020,Norway,64,64,62,60.0,62,53,74,77,64,61,77,55,17+2,66,56,52.0
98002,胡延强,26,2020,China PR,64,62,67,61.0,62,53,82,76,56,65,86,58,16+2,64,32,48.0
98003,罗竞,25,2020,China PR,64,62,68,60.0,63,59,65,65,50,65,66,55,19+2,70,70,70.0
98004,Connor Stuart Ogilvie,23,2020,England,64,61,62,56.0,56,58,63,74,71,40,70,32,17+2,61,65,42.0
98005,Otis Jan Mohammed Khan,22,2020,England,64,64,65,60.0,56,62,80,70,57,62,76,59,17+2,59,31,60.0
98006,Nicolò Fazzi,24,2020,Italy,64,68,62,60.0,61,63,68,91,69,59,72,31,14+2,65,55,48.0
98007,Alexander Stølås,30,2020,Norway,64,66,68,55.0,61,68,69,76,69,84,70,64,16+2,64,63,59.0
98008,西 翼,29,2020,Japan,64,66,64,66.0,57,54,52,64,60,55,67,55,14+2,68,47,54.0
98009,서보민 徐宝民,29,2020,Korea Republic,64,60,64,53.0,55,62,83,70,57,65,81,57,16+2,60,40,52.0
98010,한석종 韩钟硕,26,2020,Korea Republic,64,61,55,49.0,63,46,49,83,68,60,48,38,17+2,71,57,38.0
98011,Mickaël Diakota,28,2020,France,64,65,64,57.0,65,46,74,84,71,76,73,46,15+2,64,60,45.0
98012,Omar Kolawole Olufemi Sowunmi,23,2020,England,64,40,35,54.0,52,32,67,76,91,44,69,40,15+2,47,62,36.0
98013,Akim Zedadka,24,2020,France,64,68,67,56.0,55,63,82,76,57,59,81,54,15+2,60,63,57.0
98014,Julius Valentin Biada,26,2020,Germany,64,65,64,62.0,62,48,72,68,60,69,69,63,16+2,64,34,61.0
98015,Robert Dickie,23,2020,England,64,58,49,55.0,59,48,58,68,74,50,61,32,14+2,54,66,49.0
98016,Ziggy Gordon,26,2020,Scotland,64,60,61,56.0,58,59,76,73,75,41,78,31,15+2,51,67,42.0
98017,Anthony Andreu,31,2020,France,64,63,64,68.0,50,63,49,50,64,68,51,60,13+2,68,56,59.0
98018,Mickey David Demetriou,29,2020,England,64,59,59,61.0,58,59,70,80,73,65,74,43,18+2,55,59,55.0
98019,Luigi Carillo,22,2020,Italy,64,50,47,58.0,56,30,58,67,72,50,62,29,16+2,52,65,32.0
98020,Darian MacKinnon,33,2020,Scotland,64,57,53,68.0,56,45,41,86,83,72,50,42,17+2,62,63,61.0
98021,Daniel Luxbacher,27,2020,Austria,64,64,65,58.0,59,60,78,62,60,60,75,55,16+2,64,51,52.0
98022,Saleh Mohammed Al Jamaan,25,2020,Saudi Arabia,64,64,65,45.0,58,56,79,65,62,66,81,62,15+2,60,14,56.0
98023,Blair Spittal,23,2020,Scotland,64,64,62,57.0,51,66,79,70,61,61,83,59,15+2,60,40,57.0
98024,Marco Schuster,23,2020,Germany,64,64,57,62.0,64,45,64,75,64,59,63,42,16+2,65,62,54.0
98025,Marlon Aldair Torres Obeso,23,2020,Colombia,64,49,34,57.0,60,52,56,74,80,52,67,39,16+2,46,61,37.0
98026,Svenn Crone,24,2020,Denmark,64,63,62,57.0,62,56,74,89,59,37,76,30,18+2,62,60,32.0
98027,Nabil Aankour,25,2020,Morocco,64,59,61,62.0,63,61,79,76,60,55,79,52,18+2,58,52,59.0
98028,Victor Christoffer Wernersson,23,2020,Sweden,64,66,64,53.0,54,58,70,78,62,49,70,42,14+2,66,63,31.0
98029,Luis Rodrigo Santelices Tello,33,2020,Chile,64,13,23,54.0,62,21,47,34,62,47,50,20,63+1,51,25,31.0
98030,Vaso Vasić,29,2020,Serbia,64,19,20,26.0,59,17,41,25,61,49,47,19,63+2,27,19,28.0
98031,Jon García Herrero,28,2020,Spain,64,62,43,62.0,62,35,64,64,49,46,59,31,19+2,63,64,51.0
98032,Néstor Adriel Breitenbruch,23,2020,Argentina,64,65,47,52.0,63,57,63,83,66,40,65,38,17+2,64,64,44.0
98033,Sebastián Zúñiga Fuenzalida,29,2020,Chile,64,67,72,53.0,61,68,82,51,76,70,64,59,17+2,72,44,69.0
98034,Patrick Pflücke,22,2020,Germany,64,67,70,48.0,58,54,81,66,33,60,76,57,15+2,65,21,63.0
98035,Ibrahim Blati Touré,24,2020,Côte d'Ivoire,64,64,65,56.0,66,48,68,63,45,51,66,53,16+2,67,57,54.0
98036,Andy Cannon,23,2020,England,64,65,65,61.0,67,60,78,78,66,58,77,52,17+2,66,65,49.0
98037,Gabriel Gustavo Alanís,25,2020,Argentina,64,62,58,68.0,73,60,68,74,65,55,73,45,19+2,61,43,54.0
98038,Boris Cmiljanić,23,2020,Montenegro,64,69,65,52.0,55,39,56,49,70,67,66,64,15+2,55,22,67.0
98039,赵宏略,29,2020,China PR,64,60,65,50.0,64,65,61,71,65,44,66,30,14+2,59,59,44.0
98040,Kamil Wojtkowski,21,2020,Poland,64,68,68,60.0,49,60,84,58,52,55,75,57,14+2,64,46,54.0
98041,Scott Connor Kashket,23,2020,England,64,63,65,57.0,53,55,85,68,46,61,85,60,17+2,57,24,57.0
98042,Steve Rouiller,28,2020,Switzerland,64,58,34,53.0,48,28,59,81,75,37,56,19,16+2,52,67,39.0
98043,Rafael António Figueiredo Ramos,24,2020,Portugal,64,63,64,56.0,60,55,73,70,67,60,70,49,15+2,57,64,48.0
98044,Zak Vyner,22,2020,England,64,58,54,54.0,60,53,73,73,74,39,66,29,15+2,55,65,36.0
98045,Gennaro Acampora,25,2020,Italy,64,67,65,62.0,60,56,64,75,64,70,57,56,17+2,69,60,55.0
98046,Luke Paul McGee,23,2020,England,64,28,15,40.0,59,15,33,26,53,40,43,15,63+2,25,16,31.0
98047,Nathan Raphael Pelae Cardoso,24,2020,Brazil,64,57,50,47.0,57,43,75,64,69,64,71,39,15+2,59,66,47.0
98048,Bradley Collins,22,2020,England,64,27,20,46.0,57,20,41,25,51,47,45,15,63+2,29,19,25.0
98049,Regan Leslie Poole,21,2020,Wales,64,61,55,57.0,56,50,70,71,71,32,65,28,17+2,64,64,37.0
98050,Maurice Jerome Litka,23,2020,Germany,64,68,66,48.0,59,62,78,64,40,63,71,57,16+2,64,35,52.0
98051,Conor Mark Chaplin,22,2020,England,64,62,61,65.0,61,48,80,72,60,67,76,65,19+2,56,33,59.0
98052,金洋洋,26,2020,China PR,64,36,30,45.0,54,29,54,66,79,37,60,30,15+2,45,67,38.0
98053,Marc Bola,21,2020,England,64,63,62,53.0,54,64,75,74,68,36,76,32,18+2,59,66,36.0
98054,David Gil Mohedano,25,2020,Spain,64,30,29,40.0,55,31,48,41,66,50,46,14,63+2,27,15,22.0
98055,Gianfranco Gazzaniga Farías,25,2020,Argentina,64,18,16,28.0,60,19,55,42,72,47,48,15,63+2,50,12,24.0
98056,Diego Sosa,27,2020,Argentina,64,66,64,66.0,64,60,75,54,46,65,76,57,14+2,64,40,49.0
98057,Deklan Terrence Wynne,24,2020,New Zealand,64,60,62,53.0,59,55,76,61,71,23,70,24,15+2,57,63,41.0
98058,Ryan Hardie,22,2020,Scotland,64,63,60,56.0,62,39,83,73,58,63,88,67,16+2,50,21,59.0
98059,Jonathan Tamimi Syberg,24,2020,Jordan,64,65,64,49.0,60,60,71,82,60,60,76,36,16+2,59,55,33.0
98060,José Guillermo Rodríguez,23,2020,United States,64,64,67,62.0,58,67,64,50,48,72,64,60,16+2,65,41,38.0
98061,Bilal Boutobba,20,2020,France,64,75,76,60.0,49,58,67,53,34,54,66,64,16+2,60,13,57.0
98062,George Timotheou,21,2020,Australia,64,54,47,55.0,50,34,62,61,89,50,56,21,17+2,57,65,46.0
98063,Facundo Matías Barboza,22,2020,Argentina,64,68,69,64.0,56,61,74,60,61,56,80,51,15+2,59,26,46.0
98064,Sebastián Saucedo Mondragón,22,2020,United States,64,65,68,60.0,58,62,68,59,38,68,65,58,16+2,65,45,49.0
98065,Gianluca Scamacca,20,2020,Italy,64,69,64,59.0,56,22,53,54,75,68,49,66,15+2,60,17,55.0
98066,Courtney Fitzroy Senior,22,2020,England,64,64,70,65.0,47,56,90,70,44,56,90,57,16+2,53,25,51.0
98067,Jay Chapman,25,2020,Canada,64,67,66,63.0,63,49,66,65,67,59,69,52,16+2,66,59,56.0
98068,Romario Garfield Williams,24,2020,Jamaica,64,62,63,45.0,57,49,76,56,66,73,77,65,17+2,54,22,59.0
98069,Martín Enrique Payares Campo,24,2020,Colombia,64,47,45,48.0,56,52,62,55,79,40,54,26,16+2,50,66,33.0
98070,José Francisco Agulló Sevilla,27,2020,Spain,64,63,65,55.0,55,66,76,65,56,62,75,55,15+2,57,28,65.0
98071,Kevin van Veen,28,2020,Netherlands,64,64,61,59.0,58,39,49,62,77,76,51,65,20+2,46,13,62.0
98072,Martin Fraisl,26,2020,Austria,64,26,19,24.0,61,20,42,39,55,44,40,15,63+2,33,21,23.0
98073,Kaiyne River Woolery,24,2020,England,64,63,66,54.0,59,58,87,70,58,56,86,65,14+2,55,14,63.0
98074,Tobias Frank Salquist Nielsen,24,2020,Denmark,64,57,35,62.0,63,30,67,65,79,37,63,34,16+2,51,63,35.0
98075,Oscar Iván Balanta Mosquera,31,2020,Colombia,64,61,62,51.0,69,52,66,69,75,57,62,51,20+2,63,61,56.0
98076,Carl Adam Andersson,22,2020,Sweden,64,65,61,62.0,62,53,75,75,59,53,75,36,19+2,64,62,49.0
98077,Übeyd Adıyaman,21,2020,Turkey,64,26,17,60.0,67,16,47,39,78,43,48,16,63+2,26,16,23.0
98078,Jodi Jones,21,2020,England,64,62,70,57.0,44,63,83,54,40,61,90,59,13+2,56,21,58.0
98079,Daniel Tan Barlaser,22,2020,England,64,66,63,55.0,62,60,55,67,39,68,53,54,15+2,66,50,54.0
98080,Béni Badibanga Diata,23,2020,Belgium,64,66,71,58.0,54,61,75,56,55,68,70,55,15+2,62,29,49.0
98081,Kevin Bryan Mercado Mina,24,2020,Ecuador,64,64,66,48.0,56,49,84,61,61,63,90,62,15+2,60,22,60.0
98082,Nahuel Alberto Omiliani González,23,2020,Spain,64,65,63,63.0,59,56,82,75,64,42,84,38,16+2,58,62,48.0
98083,Álvaro Anyiver Angulo Mosquera,22,2020,Colombia,64,58,62,60.0,58,61,93,87,50,28,91,29,16+2,61,53,37.0
98084,Oniel David Fisher,27,2020,Jamaica,64,64,64,60.0,63,55,75,62,46,47,74,29,16+2,62,64,44.0
98085,Jostein Maurstad Gundersen,23,2020,Norway,64,47,42,58.0,55,35,58,55,74,39,57,36,16+2,60,63,37.0
98086,Jelle van der Heyden,23,2020,Netherlands,64,66,65,63.0,63,49,58,68,67,59,54,53,18+2,67,53,44.0
98087,Ingvar Jónsson,29,2020,Iceland,64,21,14,53.0,61,12,42,23,68,44,49,11,63+2,27,14,24.0
98088,Fitim Azemi,27,2020,Norway,64,63,62,60.0,64,54,76,63,72,64,80,59,15+2,56,34,58.0
98089,Joris Kramer,22,2020,Netherlands,64,58,45,49.0,57,23,52,50,74,59,66,21,14+2,50,64,46.0
98090,Kamil Mieczysław Grabara,20,2020,Poland,64,15,19,41.0,52,18,40,29,50,49,38,13,63+2,31,19,17.0
98091,Aloïs Confais,22,2020,France,64,69,60,61.0,60,59,64,65,49,61,53,58,16+2,67,67,54.0
98092,Dimitry Bertaud,21,2020,France,64,22,16,48.0,56,14,48,42,63,42,55,15,63+2,26,17,18.0
98093,Robert James Allen,29,2020,United States,64,64,66,65.0,65,63,58,62,79,42,63,35,19+2,65,68,32.0
98094,Michael Nike Gómez Vega,22,2020,Colombia,64,59,64,53.0,62,31,68,58,75,69,73,64,18+2,52,17,65.0
98095,Marcin Listkowski,21,2020,Poland,64,69,70,53.0,58,49,78,70,44,56,76,60,18+2,65,13,66.0
98096,Alejandro Sanz Sainz,26,2020,Spain,64,70,56,56.0,52,57,48,55,60,63,52,28,16+2,70,62,45.0
98097,Charlie Goode,23,2020,England,64,48,44,57.0,52,35,57,65,74,32,63,25,14+2,49,63,39.0
98098,Joshua Jacob Dacres-Cogley,23,2020,England,64,62,64,56.0,62,62,79,65,61,59,78,45,16+2,62,61,49.0
98099,Nathan De Medina,21,2020,Belgium,64,64,59,58.0,61,60,66,38,69,43,68,43,17+2,63,66,32.0
98100,David Niepsuj,23,2020,Poland,64,61,57,53.0,53,63,77,65,69,60,74,37,14+2,58,67,46.0
98101,Görkem Sağlam,21,2020,Germany,64,67,63,61.0,48,60,76,63,44,61,70,49,13+2,69,50,52.0
98102,Philipp Hercher,23,2020,Germany,64,64,63,47.0,58,62,71,78,74,63,78,63,14+2,63,37,50.0
98103,Kévin Hoggas,27,2020,France,64,68,67,63.0,50,57,58,47,62,69,48,59,15+2,65,41,64.0
98104,Wanderson Carvalho Oliveira,30,2020,Brazil,64,63,65,59.0,57,57,82,68,70,61,91,63,15+2,57,57,55.0
98105,長谷川 アーリアジャスール,30,2020,Japan,64,67,62,63.0,61,54,56,52,74,65,52,60,16+2,69,61,53.0
98106,Luca Daniel de la Torre,21,2020,United States,64,66,68,60.0,53,50,72,51,37,52,61,45,15+2,66,29,51.0
98107,Niall Mason,22,2020,England,64,64,62,61.0,60,65,62,69,63,53,61,36,16+2,64,62,55.0
98108,Sebastián Ignacio Leyton Hevia,26,2020,Chile,64,66,62,67.0,52,59,66,76,71,71,66,53,14+2,65,63,58.0
98109,Fernando Madrigal González,27,2020,Mexico,64,64,62,56.0,59,64,68,75,65,56,70,54,16+2,65,64,68.0
98110,Chidiebere Chijioke Nwakali,22,2020,Nigeria,64,63,63,59.0,64,55,76,76,66,69,74,57,17+2,63,65,45.0
98111,Thorsten Mahrer,29,2020,Austria,64,43,35,64.0,55,28,38,66,87,43,46,17,15+2,56,65,41.0
98112,Julius Ertlthaler,22,2020,Austria,64,65,64,58.0,51,42,70,58,31,58,68,57,13+2,66,42,54.0
98113,Ángel García Cabezali,26,2020,Spain,64,61,61,53.0,62,62,77,67,79,57,78,63,14+2,59,60,51.0
98114,David Enagnon Kiki,25,2020,Benin,64,63,65,60.0,58,61,71,76,70,58,74,54,17+2,62,62,38.0
98115,Jonathan Jeremy Lewis,22,2020,United States,64,66,72,63.0,53,53,73,54,51,62,72,64,14+2,65,36,53.0
98116,Alessandro Deiola,23,2020,Italy,64,66,60,56.0,60,48,64,61,72,73,64,58,16+2,68,65,34.0
98117,Steffen Nkansah,23,2020,Germany,64,46,42,47.0,56,40,56,54,70,42,65,27,15+2,55,68,40.0
98118,Dion James Donohue,25,2020,Wales,64,64,64,56.0,55,74,68,72,64,65,67,50,16+2,62,61,60.0
98119,Lawrence Ati Zigi,22,2020,Ghana,64,24,11,48.0,57,14,45,32,71,44,33,18,63+2,22,15,24.0
98120,Gustavo Hebling de Aguiar,23,2020,Brazil,64,65,62,65.0,67,67,56,54,55,63,55,45,17+2,65,62,48.0
98121,Anthony Maisonnial,21,2020,France,64,17,18,57.0,52,15,62,41,65,47,63,16,63+2,24,18,12.0
98122,Jacob Davenport,20,2020,England,64,62,57,54.0,60,53,64,69,63,61,66,33,12+2,67,66,41.0
98123,Ricardo Antonio Escobar Acuña,21,2020,Chile,64,54,42,48.0,61,35,51,56,60,45,52,37,16+2,67,65,44.0
98124,Oumar Gonzalez,21,2020,Cameroon,64,55,46,53.0,52,25,59,62,83,38,65,24,15+2,48,63,40.0
98125,Leonardo Miguel Freijão Jasper,35,2020,Brazil,64,55,24,53.0,69,57,52,62,56,62,45,38,21+2,65,69,50.0
98126,Vinicius Lúcio Julião Morrinhos,31,2020,Brazil,64,61,61,60.0,56,51,57,52,55,59,54,54,16+2,70,43,69.0
98127,Dêniro Rubens Prestes Cadete,31,2020,Brazil,64,57,59,65.0,56,33,49,62,84,70,54,63,20+2,47,21,62.0
98128,Perceval Maicon Acunha Inácio,31,2020,Brazil,64,48,21,75.0,54,41,57,45,70,52,72,22,20+2,59,70,43.0
98129,Allison Alan Peixoto Gomes,35,2020,Brazil,64,35,21,58.0,53,43,45,63,71,50,43,19,17+2,60,72,49.0
98130,Mateus Bernardo Couteira Machado,35,2020,Brazil,64,48,45,41.0,56,54,68,52,53,41,59,24,18+2,62,61,57.0
98131,Allan Norberto Vasquez Sobrinho,31,2020,Brazil,64,34,32,56.0,63,27,43,47,77,55,42,21,22+2,34,74,48.0
98132,Vágner Nilson Rosa Cadete,27,2020,Brazil,64,71,75,66.0,61,72,84,61,39,59,71,64,16+2,62,32,64.0
98133,Iuliano Wagner Alfaro Azevedo,31,2020,Brazil,64,69,66,60.0,69,57,63,69,48,55,55,74,22+2,49,31,57.0
98134,Darren Oldaker,20,2020,England,64,67,64,53.0,57,50,70,71,62,68,70,42,14+2,65,55,38.0
98135,Jesús David Marimón Báez,20,2020,Colombia,64,66,62,45.0,64,45,75,77,73,70,69,46,16+2,55,66,58.0
98136,İsmail Çipe,24,2020,Turkey,64,16,17,32.0,53,14,45,25,57,48,45,18,63+2,17,15,17.0
98137,Abdulelah Saad Hameed Al-Malki,24,2020,Saudi Arabia,64,65,62,55.0,64,54,62,72,68,64,66,48,16+2,65,62,45.0
98138,Callum Charles Johnson,22,2020,England,64,61,61,62.0,63,60,70,78,68,60,70,38,15+2,62,62,39.0
98139,Ignacio Agustín Sánchez Romo,26,2020,Spain,64,68,67,55.0,53,68,79,48,65,66,74,64,16+2,58,23,75.0
98140,Brandon Alex Graham Hanlan,22,2020,England,64,63,63,47.0,55,48,84,78,87,69,86,59,12+2,48,30,58.0
98141,Marco Firenze,26,2020,Italy,64,66,67,61.0,59,49,64,67,52,59,61,64,15+2,72,39,66.0
98142,Francisco Javier Carabalí Terán,28,2020,Venezuela,64,55,56,64.0,62,62,78,66,47,28,76,28,16+2,58,65,36.0
98143,Jackson Joseph Fitzwater,21,2020,England,64,50,48,60.0,57,28,67,72,75,50,68,35,16+2,57,63,43.0
98144,Yavuz Aygün,23,2020,Turkey,64,16,12,60.0,54,12,45,30,75,44,48,8,63+2,27,14,13.0
98145,Scott Wharton,21,2020,England,64,49,49,65.0,60,26,60,65,73,36,57,26,17+2,62,62,38.0
98146,Yilton Eduardo Díaz Loboa,27,2020,Colombia,64,58,66,64.0,53,60,83,69,70,62,84,58,15+2,59,28,57.0
98147,Nico Karger,26,2020,Germany,64,61,65,60.0,55,62,80,75,59,63,79,58,15+2,62,39,52.0
98148,Séga Coulibaly,23,2020,France,64,53,46,51.0,60,53,54,69,81,44,52,35,16+2,60,64,41.0
98149,Mārcis Ošs,27,2020,Latvia,64,38,29,56.0,55,25,50,81,83,43,51,24,14+2,41,65,30.0
98150,遠藤 翼,25,2020,Japan,64,65,66,62.0,58,62,68,61,34,65,59,54,15+2,68,49,49.0
98151,Mateusz Lis,22,2020,Poland,64,12,13,35.0,54,10,27,26,57,41,27,9,63+2,22,10,16.0
98152,Marco Tumminello,20,2020,Italy,64,60,51,53.0,65,28,48,56,61,70,59,68,18+2,52,18,63.0
98153,Neri Ricardo Bandiera,29,2020,Argentina,64,64,66,50.0,65,51,75,59,41,51,74,64,15+2,60,17,61.0
98154,José Santiago Hernández García,22,2020,Mexico,64,15,10,43.0,46,14,23,39,56,47,29,9,63+2,17,12,15.0
98155,Oliver Jack Hawkins,27,2020,England,64,62,50,59.0,66,22,55,60,81,62,58,64,17+2,59,58,57.0
98156,Anton Walkes,22,2020,England,64,58,58,55.0,63,55,61,76,75,58,67,41,17+2,58,63,49.0
98157,허용준 许榕俊,26,2020,Korea Republic,64,66,67,59.0,63,65,67,66,64,65,67,60,16+2,65,26,57.0
98158,Mark Travers,20,2020,Republic of Ireland,64,19,13,47.0,58,16,32,30,59,47,31,14,63+2,31,15,18.0
98159,한희훈 韩献熙,28,2020,Korea Republic,64,27,33,62.0,56,22,70,71,76,30,58,18,15+2,49,68,34.0
98160,Juan Daniel Galeano,30,2020,Argentina,64,66,57,62.0,66,54,58,53,65,54,54,52,16+2,70,62,54.0
98161,森胁 良太,33,2020,Japan,64,56,56,58.0,60,49,62,58,70,62,48,34,15+2,54,64,62.0
98162,古林 将太,28,2020,Japan,64,63,58,57.0,61,69,66,82,66,58,67,43,15+2,63,55,45.0
98163,Nicolas Kocik,20,2020,France,64,14,8,29.0,59,13,38,35,73,47,39,5,63+2,21,10,14.0
98164,Doğanay Kılıç,23,2020,Turkey,64,70,70,52.0,55,59,64,68,61,61,68,45,15+2,70,65,54.0
98165,平岡 康裕,33,2020,Japan,64,54,28,52.0,70,21,42,66,67,39,41,17,18+2,63,69,31.0
